Vehice ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered ,Starting SOC,Ending SOC
EV016-EV021,CH003,,,4/2/2019 2:34,4/2/2019 2:40,9.6,9.6,0.96,,
EV016-EV021,CH003,,,4/1/2019 14:55,4/1/2019 17:47,9.6,9.6,27.52,,
EV016-EV021,CH003,,,4/1/2019 9:59,4/1/2019 12:08,9.6,9.6,20.64,,
EV016-EV021,CH003,,,3/29/2019 15:28,3/29/2019 16:16,9.6,9.6,7.68,,
EV016-EV021,CH003,,,3/29/2019 12:56,3/29/2019 13:03,9.6,9.6,1.12,,
EV016-EV021,CH003,,,3/28/2019 22:16,3/28/2019 23:41,9.6,9.6,13.6,,
EV016-EV021,CH003,,,3/28/2019 17:42,3/28/2019 22:16,9.6,9.6,43.84,,
EV016-EV021,CH003,,,3/28/2019 16:04,3/28/2019 16:29,9.6,9.6,4,,
EV016-EV021,CH003,,,3/28/2019 10:22,3/28/2019 12:03,9.6,9.6,16.23,,
EV016-EV021,CH003,,,3/28/2019 8:09,3/28/2019 8:14,9.6,9.6,0.8,,
EV016-EV021,CH003,,,3/28/2019 2:32,3/28/2019 3:24,9.6,9.6,8.32,,
EV016-EV021,CH003,,,3/27/2019 22:27,3/28/2019 2:30,9.6,9.6,39.03,,
EV016-EV021,CH003,,,3/27/2019 17:52,3/27/2019 19:31,9.6,9.6,15.84,,
EV016-EV021,CH003,,,3/27/2019 13:18,3/27/2019 13:23,9.6,9.6,0.92,,
EV016-EV021,CH003,,,3/27/2019 12:56,3/27/2019 12:58,9.6,9.6,0.47,,
EV016-EV021,CH003,,,3/26/2019 21:45,3/27/2019 2:37,9.6,9.6,46.72,,
EV016-EV021,CH003,,,3/26/2019 19:19,3/26/2019 20:42,9.6,9.6,13.28,,
EV016-EV021,CH003,,,3/26/2019 14:13,3/26/2019 14:21,9.6,9.6,1.28,,
EV016-EV021,CH003,,,3/25/2019 22:55,3/26/2019 4:31,9.6,9.6,53.76,,
EV016-EV021,CH003,,,3/25/2019 19:07,3/25/2019 20:00,9.6,9.6,8.51,,
EV016-EV021,CH003,,,3/25/2019 3:07,3/25/2019 3:55,9.6,9.6,7.68,,
EV016-EV021,CH003,,,3/24/2019 5:57,3/24/2019 6:14,9.6,9.6,2.72,,
EV016-EV021,CH003,,,3/22/2019 14:04,3/22/2019 14:11,9.6,9.6,1.12,,
EV016-EV021,CH003,,,3/22/2019 2:31,3/22/2019 8:24,9.6,9.6,56.48,,
EV016-EV021,CH003,,,3/21/2019 10:17,3/21/2019 14:00,9.6,9.6,35.81,,
EV016-EV021,CH003,,,3/20/2019 21:55,3/21/2019 0:53,9.6,9.6,28.48,,
EV016-EV021,CH003,,,3/20/2019 18:57,3/20/2019 20:31,9.6,9.6,15.18,,
EV016-EV021,CH003,,,3/20/2019 16:33,3/20/2019 16:36,9.6,9.6,0.48,,
EV016-EV021,CH003,,,3/20/2019 14:35,3/20/2019 14:36,9.6,9.6,0.16,,
EV016-EV021,CH003,,,3/20/2019 12:05,3/20/2019 14:34,9.6,9.6,23.87,,
EV016-EV021,CH003,,,3/20/2019 9:20,3/20/2019 9:21,9.6,9.6,0.16,,
EV016-EV021,CH003,,,3/20/2019 1:45,3/20/2019 2:55,9.6,9.6,11.2,,
EV016-EV021,CH003,,,3/19/2019 22:35,3/20/2019 1:43,9.6,9.6,30.11,,
EV016-EV021,CH003,,,3/19/2019 19:11,3/19/2019 20:59,9.6,9.6,17.28,,
EV016-EV021,CH003,,,3/19/2019 13:12,3/19/2019 14:07,9.6,9.6,8.92,,
EV016-EV021,CH003,,,3/19/2019 9:53,3/19/2019 11:25,9.6,9.6,14.72,,
EV016-EV021,CH003,,,3/19/2019 0:47,3/19/2019 0:53,9.6,9.6,0.96,,
EV016-EV021,CH003,,,3/18/2019 15:16,3/18/2019 19:02,9.6,9.6,36.16,,
EV016-EV021,CH003,,,3/18/2019 12:35,3/18/2019 12:41,9.6,9.6,1.08,,
EV016-EV021,CH003,,,3/16/2019 10:03,3/16/2019 10:18,9.6,9.6,2.4,,
EV016-EV021,CH003,,,3/15/2019 18:30,3/15/2019 18:37,9.6,9.6,1.12,,
EV016-EV021,CH003,,,3/14/2019 21:02,3/14/2019 21:03,9.6,9.6,0.16,,
EV016-EV021,CH003,,,3/13/2019 22:44,3/14/2019 2:06,9.6,9.6,32.32,,
EV016-EV021,CH003,,,3/13/2019 19:46,3/13/2019 20:08,9.6,9.6,3.52,,
EV016-EV021,CH003,,,3/13/2019 17:26,3/13/2019 19:46,9.6,9.6,22.4,,
EV016-EV021,CH003,,,3/13/2019 16:16,3/13/2019 16:23,9.6,9.6,1.26,,
EV016-EV021,CH003,,,3/13/2019 14:23,3/13/2019 15:08,9.6,9.6,7.2,,
EV016-EV021,CH003,,,3/13/2019 14:21,3/13/2019 14:21,9.6,9.6,0.07,,
EV016-EV021,CH003,,,3/13/2019 13:35,3/13/2019 13:40,9.6,9.6,0.8,,
EV016-EV021,CH003,,,3/13/2019 8:13,3/13/2019 8:35,9.6,9.6,3.52,,
EV016-EV021,CH003,,,3/13/2019 1:54,3/13/2019 2:28,9.6,9.6,5.44,,
EV016-EV021,CH003,,,3/12/2019 21:57,3/13/2019 1:52,9.6,9.6,37.74,,
EV016-EV021,CH003,,,3/12/2019 18:52,3/12/2019 20:59,9.6,9.6,20.32,,
EV016-EV021,CH003,,,3/12/2019 9:11,3/12/2019 10:59,9.6,9.6,17.28,,
EV016-EV021,CH003,,,3/12/2019 7:38,3/12/2019 7:43,9.6,9.6,0.8,,
EV016-EV021,CH003,,,3/12/2019 2:08,3/12/2019 6:23,9.6,9.6,40.8,,
EV016-EV021,CH003,,,3/11/2019 23:15,3/12/2019 2:06,9.6,9.6,27.46,,
EV016-EV021,CH003,,,3/11/2019 14:07,3/11/2019 15:02,9.6,9.6,8.8,,
EV016-EV021,CH003,,,3/11/2019 13:13,3/11/2019 14:05,9.6,9.6,8.4,,
EV016-EV021,CH003,,,3/11/2019 2:35,3/11/2019 3:23,9.6,9.6,7.68,,
EV016-EV021,CH003,,,3/10/2019 7:13,3/10/2019 7:38,9.6,9.6,4,,
EV016-EV021,CH003,,,3/9/2019 22:26,3/9/2019 22:43,9.6,9.6,2.72,,
EV016-EV021,CH003,,,3/9/2019 7:07,3/9/2019 7:31,9.6,9.6,3.84,,
EV016-EV021,CH003,,,3/8/2019 23:28,3/8/2019 23:41,9.6,9.6,2.08,,
EV016-EV021,CH003,,,3/8/2019 15:22,3/8/2019 15:31,9.6,9.6,1.44,,
EV016-EV021,CH003,,,3/7/2019 21:36,3/8/2019 2:27,9.6,9.6,46.56,,
EV016-EV021,CH003,,,3/7/2019 19:20,3/7/2019 20:04,9.6,9.6,7.04,,
EV016-EV021,CH003,,,3/7/2019 18:57,3/7/2019 19:19,9.6,9.6,3.6,,
EV016-EV021,CH003,,,3/7/2019 16:18,3/7/2019 16:56,9.6,9.6,6.22,,
EV016-EV021,CH003,,,3/7/2019 12:03,3/7/2019 12:13,9.6,9.6,1.6,,
EV016-EV021,CH003,,,3/7/2019 3:23,3/7/2019 8:07,9.6,9.6,45.44,,
EV016-EV021,CH003,,,3/6/2019 17:42,3/6/2019 17:57,9.6,9.6,2.4,,
EV016-EV021,CH003,,,3/6/2019 14:21,3/6/2019 14:23,9.6,9.6,0.32,,
EV016-EV021,CH003,,,3/5/2019 21:09,3/6/2019 0:00,9.6,9.6,27.36,,
EV016-EV021,CH003,,,3/5/2019 19:23,3/5/2019 21:08,9.6,9.6,16.85,,
EV016-EV021,CH003,,,3/5/2019 15:19,3/5/2019 16:36,9.6,9.6,12.47,,
EV016-EV021,CH003,,,3/5/2019 2:07,3/5/2019 2:12,9.6,9.6,0.8,,
EV016-EV021,CH003,,,3/4/2019 19:02,3/5/2019 1:55,9.6,9.6,66.08,,
EV016-EV021,CH003,,,3/4/2019 6:02,3/4/2019 6:21,9.6,9.6,3.04,,
EV016-EV021,CH003,,,2/28/2019 19:00,3/1/2019 0:53,9.6,9.6,56.48,,
EV016-EV021,CH003,,,2/28/2019 0:47,2/28/2019 0:52,9.6,9.6,0.8,,
EV016-EV021,CH003,,,2/27/2019 19:01,2/27/2019 20:54,9.6,9.6,18.08,,
EV016-EV021,CH003,,,2/26/2019 19:01,2/26/2019 22:36,9.6,9.6,34.4,,
EV016-EV021,CH003,,,2/26/2019 14:56,2/26/2019 15:04,9.6,9.6,1.33,,
EV016-EV021,CH003,,,2/25/2019 22:45,2/26/2019 4:23,9.6,9.6,54.08,,
EV016-EV021,CH003,,,2/25/2019 22:43,2/25/2019 22:44,9.6,9.6,0.16,,
EV016-EV021,CH003,,,2/25/2019 19:27,2/25/2019 22:41,9.6,9.6,31.19,,
EV016-EV021,CH003,,,2/25/2019 9:54,2/25/2019 10:05,9.6,9.6,1.76,,
EV016-EV021,CH003,,,2/25/2019 2:11,2/25/2019 2:14,9.6,9.6,0.48,,
EV016-EV021,CH003,,,2/25/2019 1:20,2/25/2019 1:32,9.6,9.6,1.92,,
EV016-EV021,CH003,,,2/24/2019 15:57,2/24/2019 16:45,9.6,9.6,7.68,,
EV016-EV021,CH003,,,2/24/2019 9:03,2/24/2019 9:26,9.6,9.6,3.68,,
EV016-EV021,CH003,,,2/24/2019 1:42,2/24/2019 2:05,9.6,9.6,3.68,,
EV016-EV021,CH003,,,2/23/2019 9:21,2/23/2019 9:48,9.6,9.6,4.32,,
EV016-EV021,CH003,,,2/23/2019 2:37,2/23/2019 3:05,9.6,9.6,4.48,,
EV016-EV021,CH003,,,2/22/2019 19:00,2/22/2019 19:21,9.6,9.6,3.36,,
EV016-EV021,CH003,,,2/22/2019 8:39,2/22/2019 8:47,9.6,9.6,1.28,,
EV016-EV021,CH003,,,2/22/2019 2:10,2/22/2019 8:37,9.6,9.6,62.03,,
EV016-EV021,CH003,,,2/21/2019 19:00,2/21/2019 20:12,9.6,9.6,11.52,,
EV016-EV021,CH003,,,2/21/2019 16:05,2/21/2019 16:53,9.6,9.6,7.68,,
EV016-EV021,CH003,,,2/21/2019 14:20,2/21/2019 14:55,9.6,9.6,5.6,,
EV016-EV021,CH003,,,2/21/2019 11:25,2/21/2019 12:07,9.6,9.6,6.72,,
EV016-EV021,CH003,,,2/21/2019 11:13,2/21/2019 11:23,9.6,9.6,1.73,,
EV016-EV021,CH003,,,2/21/2019 8:09,2/21/2019 8:13,9.6,9.6,0.7,,
EV016-EV021,CH003,,,2/21/2019 7:42,2/21/2019 8:08,9.6,9.6,4.21,,
EV016-EV021,CH003,,,2/21/2019 2:17,2/21/2019 7:41,9.6,9.6,51.84,,
EV016-EV021,CH003,,,2/20/2019 18:39,2/20/2019 20:08,9.6,9.6,14.35,,
EV016-EV021,CH003,,,2/20/2019 14:58,2/20/2019 15:37,9.6,9.6,6.24,,
EV016-EV021,CH003,,,2/20/2019 14:17,2/20/2019 14:35,9.6,9.6,2.96,,
EV016-EV021,CH003,,,2/20/2019 13:19,2/20/2019 14:16,9.6,9.6,9.12,,
EV016-EV021,CH003,,,2/20/2019 8:52,2/20/2019 10:31,9.6,9.6,15.97,,
EV016-EV021,CH003,,,2/19/2019 22:32,2/20/2019 2:47,9.6,9.6,40.8,,
EV016-EV021,CH003,,,2/19/2019 21:07,2/19/2019 22:30,9.6,9.6,13.28,,
EV016-EV021,CH003,,,2/19/2019 21:05,2/19/2019 21:05,9.6,9.6,0.15,,
EV016-EV021,CH003,,,2/19/2019 11:21,2/19/2019 12:01,9.6,9.6,6.46,,
EV016-EV021,CH003,,,2/19/2019 8:30,2/19/2019 9:05,9.6,9.6,5.6,,
EV016-EV021,CH003,,,2/19/2019 1:59,2/19/2019 2:30,9.6,9.6,4.96,,
EV016-EV021,CH003,,,2/18/2019 18:34,2/18/2019 18:44,9.6,9.6,1.6,,
EV016-EV021,CH003,,,2/18/2019 10:47,2/18/2019 11:18,9.6,9.6,4.96,,
EV016-EV021,CH003,,,2/18/2019 4:12,2/18/2019 4:45,9.6,9.6,5.28,,
EV016-EV021,CH003,,,2/17/2019 21:06,2/17/2019 21:25,9.6,9.6,3.04,,
EV016-EV021,CH003,,,2/17/2019 12:56,2/17/2019 13:23,9.6,9.6,4.32,,
EV016-EV021,CH003,,,2/17/2019 6:00,2/17/2019 6:34,9.6,9.6,5.44,,
EV016-EV021,CH003,,,2/16/2019 22:53,2/16/2019 23:24,9.6,9.6,4.96,,
EV016-EV021,CH003,,,2/16/2019 14:46,2/16/2019 15:00,9.6,9.6,2.24,,
EV016-EV021,CH003,,,2/16/2019 7:20,2/16/2019 7:50,9.6,9.6,4.8,,
EV016-EV021,CH003,,,2/16/2019 0:14,2/16/2019 0:37,9.6,9.6,3.68,,
EV016-EV021,CH003,,,2/15/2019 14:27,2/15/2019 16:16,9.6,9.6,17.44,,
EV016-EV021,CH003,,,2/15/2019 13:18,2/15/2019 14:25,9.6,9.6,10.87,,
EV016-EV021,CH003,,,2/15/2019 3:02,2/15/2019 3:04,9.6,9.6,0.32,,
EV016-EV021,CH003,,,2/14/2019 21:15,2/15/2019 3:01,9.6,9.6,55.37,,
EV016-EV021,CH003,,,2/14/2019 18:59,2/14/2019 20:03,9.6,9.6,10.24,,
EV016-EV021,CH003,,,2/14/2019 12:45,2/14/2019 14:59,9.6,9.6,21.44,,
EV016-EV021,CH003,,,2/14/2019 11:46,2/14/2019 11:53,9.6,9.6,1.27,,
EV016-EV021,CH003,,,2/14/2019 8:17,2/14/2019 9:33,9.6,9.6,12.17,,
EV016-EV021,CH003,,,2/14/2019 4:00,2/14/2019 4:08,9.6,9.6,1.28,,
EV016-EV021,CH003,,,2/13/2019 22:28,2/14/2019 1:53,9.6,9.6,32.8,,
EV016-EV021,CH003,,,2/13/2019 17:56,2/13/2019 20:36,9.6,9.6,25.75,,
