Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV059,CH009-CH012,,,03/22/2021 08:03:39,03/22/2021 08:04:23,11.3787732224301,14.1859998703003,0.140000000596046,38,38,0
EV059,CH009-CH012,,,03/22/2021 08:12:42,03/22/2021 08:13:23,12.138728380956,14.3649997711182,0.140000000596046,40,40,0
EV059,CH009-CH012,,,03/22/2021 09:26:26,03/22/2021 10:59:36,13.7493242731709,14.3999996185303,21.3500003814697,43.2,47.2,4
EV059,CH009-CH012,,,03/23/2021 05:59:46,03/23/2021 08:53:59,13.465780118936,14.4420003890991,39.0999984741211,12.8,51.2,38.4
EV059,CH009-CH012,,,03/29/2021 06:45:30,03/29/2021 06:46:02,0,0,0,56.8,56.8,0
EV059,CH009-CH012,,,03/29/2021 06:47:21,03/29/2021 06:47:44,0,0,0,56.8,56.8,0
EV059,CH009-CH012,,,03/29/2021 06:48:26,03/29/2021 07:27:04,,0,,56.8,100,43.2
EV059,CH009-CH012,,,03/29/2021 09:37:57,03/29/2021 12:23:45,,0,,56.8,100,43.2
EV059,CH009-CH012,,,03/30/2021 07:47:26,03/30/2021 07:48:08,0,0,0,40,40,0
EV059,CH009-CH012,,,03/30/2021 07:48:48,03/30/2021 08:04:50,0,0,0,40,40,0
EV059,CH009-CH012,,,03/30/2021 08:23:26,03/30/2021 08:23:48,0,0,0,40,40,0
EV059,CH009-CH012,,,03/31/2021 10:14:49,03/31/2021 10:18:23,0,0,0,40,40,0
EV059,CH009-CH012,,,03/31/2021 10:40:35,03/31/2021 10:41:01,0,0,0,38,38,0
EV059,CH009-CH012,,,03/31/2021 10:41:17,03/31/2021 10:41:42,0,0,0,39.2,39.2,0
EV059,CH009-CH012,,,03/31/2021 10:42:05,03/31/2021 10:42:42,0,0,0,39.2,39.2,0
EV059,CH009-CH012,,,03/31/2021 10:46:29,03/31/2021 10:48:43,,0,,40,40,0
EV059,CH009-CH012,,,03/31/2021 10:49:06,03/31/2021 10:50:10,0,0,0,40.8,40.8,0
EV059,CH009-CH012,,,04/05/2021 08:50:36,04/05/2021 09:03:25,0,0,0,100,100,0
EV059,CH009-CH012,,,04/05/2021 09:05:29,04/05/2021 09:07:04,0,0,0,100,100,0
EV059,CH009-CH012,,,04/05/2021 09:07:17,04/05/2021 09:08:41,0,0,0,100,100,0
EV059,CH009-CH012,,,04/06/2021 04:27:31,04/06/2021 04:34:28,0,0,0,79.2,79.2,0
EV059,CH009-CH012,,,04/06/2021 05:41:57,04/06/2021 06:44:46,,0,,,,
EV059,CH009-CH012,,,04/06/2021 08:37:36,04/06/2021 08:38:17,0,0,0,32,32,0
EV059,CH009-CH012,,,04/06/2021 08:38:25,04/06/2021 08:41:45,0,0,0,32,32,0
EV059,CH009-CH012,,,04/06/2021 08:42:40,04/06/2021 08:55:36,0,0,0,32,32,0
EV059,CH009-CH012,,,04/06/2021 08:55:50,04/06/2021 08:57:40,0,0,0,34,34,0
EV059,CH009-CH012,,,04/06/2021 09:00:32,04/06/2021 09:16:41,0,0,0,34,34,0
EV059,CH009-CH012,,,04/06/2021 09:30:32,04/06/2021 09:31:31,0,0,0,35.2,35.2,0
EV059,CH009-CH012,,,04/06/2021 10:11:11,04/06/2021 10:11:44,0,0,0,31.2,31.2,0
EV059,CH009-CH012,,,04/06/2021 12:30:57,04/06/2021 16:51:35,0.207182579918483,14.6850004196167,0.899999976158142,15.2,16,0.799999999999997
EV059,CH009-CH012,,,04/08/2021 05:55:26,04/08/2021 05:56:50,0,6.86800003051758,0,66,66,0
EV059,CH009-CH012,,,04/08/2021 05:57:54,04/08/2021 06:43:08,8.24779605494961,14.3579998016357,6.21999979019165,66,96.8,30.8
EV059,CH009-CH012,,,04/08/2021 08:10:26,04/08/2021 08:11:14,0,0,0,64.8,64.8,0
EV059,CH009-CH012,,,04/08/2021 08:11:39,04/08/2021 09:13:36,13.6246881172156,14.3640003204346,14.0699996948242,64.8,78,13.2
EV059,CH009-CH012,,,04/08/2021 11:44:20,04/08/2021 12:30:53,12.8098601592872,14.706000328064,9.9399995803833,54,63.2,9.2
EV059,CH009-CH012,,,04/08/2021 12:31:01,04/08/2021 12:32:40,0,0,0,63.2,63.2,0
EV059,CH009-CH012,,,04/08/2021 12:33:05,04/09/2021 05:43:36,3.52192008074394,14.6789999008179,60.4900016784668,70,100,30
EV059,CH009-CH012,,,04/09/2021 06:02:33,04/09/2021 06:47:02,,2.04500007629395,,54,100,46
EV059,CH009-CH012,,,04/09/2021 07:55:44,04/09/2021 08:06:02,13.8517507277468,14.4350004196167,2.38000011444092,68.8,71.2,2.40000000000001
EV059,CH009-CH012,,,04/09/2021 10:11:25,04/09/2021 10:26:58,14.1102392502905,14.4899997711182,3.66000008583069,76.8,80,3.2
EV059,CH009-CH012,,,04/09/2021 11:20:25,04/09/2021 12:43:16,13.1206186959435,14.6499996185303,18.1200008392334,71.2,87.2,16
EV059,CH009-CH012,,,04/09/2021 23:28:32,04/10/2021 10:07:24,1.02368622239054,14.5670003890991,10.8999996185303,91.2,100,8.8
EV059,CH009-CH012,,,04/12/2021 05:05:39,04/12/2021 05:47:40,,14.4069995880127,,71.2,100,28.8
EV059,CH009-CH012,,,04/12/2021 08:41:44,04/12/2021 08:42:53,0,0,0,40,40,0
EV059,CH009-CH012,,,04/12/2021 08:43:00,04/12/2021 10:27:34,12.6045635255421,14.6359996795654,21.9699993133545,40.8,62,21.2
EV059,CH009-CH012,,,04/12/2021 10:29:36,04/12/2021 10:33:48,13.9835196994999,14.6090002059937,0.980000019073486,66,67.2,1.2
