Vehicle ID,Charger ID,Date,Number of Charging Sessions,Connection Time,Charging Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV099,CH018-CH024,06/08/18,,,3.094231111,35.9295657,,111.17438,,,34.5
EV099,CH018-CH024,07/24/18,,,4.583265833,36.00709756,,165.0301,,,54
EV099,CH018-CH024,08/07/18,,,1.870542778,32.83511649,,61.41949,,,22.5
EV099,CH018-CH024,08/21/18,,,0.544874722,37.49063623,,20.4277,,,7
EV099,CH018-CH024,08/22/18,,,1.2926875,35.80166127,,46.28036,,,17
EV099,CH018-CH024,08/27/18,,,8.901385278,31.49293368,,280.3307362,,,75
EV099,CH018-CH024,08/28/18,,,17.19277611,5.5937007,,96.17124377,,,24
EV099,CH018-CH024,09/04/18,,,0.020225,8.154264524,,0.16492,,,
EV099,CH018-CH024,09/11/18,,,5.801995278,2.764581705,,16.04009,,,4
EV099,CH018-CH024,09/14/18,,,1.832675833,0.703632348,,1.28953,,,
EV099,CH018-CH024,09/19/18,,,7.675156798,0.278224935,,2.13542,,,
EV099,CH018-CH024,10/22/18,,,2.479641389,10.11175249,,25.07352,,,7
EV099,CH018-CH024,10/29/18,,,2.781406944,41.30154353,,114.8764,,,30.5
EV099,CH018-CH024,10/30/18,,,2.646151944,26.49896585,,70.12029,,,19
EV099,CH018-CH024,10/31/18,,,4.348076667,8.781119315,,38.18098,,,9.5
EV099,CH018-CH024,11/01/18,,,5.760155,4.293011212,,24.72841,,,6
EV099,CH018-CH024,11/02/18,,,5.190451667,9.968406089,,51.74053,,,13.5
EV099,CH018-CH024,11/05/18,,,8.465740278,4.089911675,,34.62413,,,8.5
EV099,CH018-CH024,11/07/18,,,2.0275525,10.17750712,,20.63543,,,5
EV099,CH018-CH024,11/09/18,,,1.849018333,11.88893523,,21.9828592,,,6
EV099,CH018-CH024,11/10/18,,,5.123933056,0.15704163,,0.8046708,,,
EV099,CH018-CH024,11/13/18,,,4.675800833,8.29457699,,38.78379,,,10.5
EV099,CH018-CH024,11/14/18,,,1.690115278,0.685633705,,1.1588,,,
EV099,CH018-CH024,11/19/18,,,6.684647683,3.904074117,,26.09736,,,7
EV099,CH018-CH024,11/20/18,,,6.515790911,12.25475174,,79.8494,,,22
EV099,CH018-CH024,12/06/18,,,0.991736111,26.05156726,,25.83628,,,7.5
EV099,CH018-CH024,12/10/18,,,6.048625729,2.795130788,,16.9067,,,4
EV099,CH018-CH024,12/11/18,,,0.630747882,0.146825701,,0.09261,,,
EV099,CH018-CH024,12/17/18,,,0.651981944,0.523465416,,0.34129,,,
EV099,CH018-CH024,12/18/18,,,4.086933333,30.64181864,,125.23107,,,37
EV099,CH018-CH024,12/19/18,,,3.224745556,35.05239966,,113.03507,,,31
EV099,CH018-CH024,12/24/18,,,5.205928889,3.135959086,,16.32558,,,4
EV099,CH018-CH024,12/26/18,,,2.003948056,1.504724632,,3.01539,,,
EV099,CH018-CH024,01/02/19,,,0.420345278,21.68562485,,9.11545,,,3
EV099,CH018-CH024,01/03/19,,,2.7371125,40.89837319,,111.9434485,,,30
EV099,CH018-CH024,01/04/19,,,8.475508889,29.71744881,,251.8705015,,,70
