Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV033,CH007-CH008,,,8/8/2018 17:52,8/8/2018 18:02,225.12,264.94,40.577,42.5,98.5
EV033,CH007-CH008,,,8/8/2018 16:52,8/8/2018 17:00,282.576,353.36,30.265,49.5,95
EV033,CH007-CH008,,,8/8/2018 15:46,8/8/2018 15:55,253.136,291.16,35.478,48,97.5
EV033,CH007-CH008,,,8/8/2018 14:48,8/8/2018 14:56,318.924,357.46,34.2,50,97.5
EV033,CH007-CH008,,,8/8/2018 13:54,8/8/2018 14:01,236.352,287.38,28.013,52.5,89.5
EV033,CH007-CH008,,,8/8/2018 12:52,8/8/2018 13:00,256.141,313.1,32.244,53,95.5
EV033,CH007-CH008,,,8/8/2018 11:48,8/8/2018 11:56,323.085,364.52,34.711,49,97
EV033,CH007-CH008,,,8/8/2018 10:49,8/8/2018 10:56,193.974,270.52,28.661,51.5,89.5
EV033,CH007-CH008,,,8/8/2018 9:49,8/8/2018 9:56,231.919,302.06,30.002,50.5,90.5
EV033,CH007-CH008,,,8/8/2018 8:49,8/8/2018 8:55,325.841,363.82,35.561,45,91.5
EV033,CH007-CH008,,,8/8/2018 7:51,8/8/2018 7:56,204.637,263.24,19.917,50,77.5
EV033,CH007-CH008,,,8/8/2018 6:51,8/8/2018 6:55,212.264,281.7,19.3,56,82
EV033,CH007-CH008,,,8/8/2018 5:56,8/8/2018 5:58,184.58,297.78,4.179,93.5,100
EV033,CH007-CH008,,,8/7/2018 0:22,8/7/2018 2:07,38.744,41.46,28.144,57.5,100
EV033,CH007-CH008,,,8/5/2018 18:18,8/5/2018 18:24,283.343,370.3,28.381,55,92.5
EV033,CH007-CH008,,,8/5/2018 17:13,8/5/2018 17:20,235.832,286.52,23.812,65,100
EV033,CH007-CH008,,,8/5/2018 16:11,8/5/2018 16:20,306.005,360.28,29.97,57.5,98.5
EV033,CH007-CH008,,,8/5/2018 15:08,8/5/2018 15:16,197.657,328.9,26.606,61.5,99.5
EV033,CH007-CH008,,,8/5/2018 14:10,8/5/2018 14:17,221.925,366.54,27.566,61,100
EV033,CH007-CH008,,,8/5/2018 13:04,8/5/2018 13:09,232.733,357.72,20.64,72.5,100
EV033,CH007-CH008,,,8/5/2018 12:02,8/5/2018 12:10,234.512,312.38,28.248,59.5,100
EV033,CH007-CH008,,,8/5/2018 11:05,8/5/2018 11:12,230.951,370.38,24.111,65,100
EV033,CH007-CH008,,,8/5/2018 10:05,8/5/2018 10:14,187.596,296.76,29.835,58,100
EV033,CH007-CH008,,,8/5/2018 8:56,8/5/2018 9:05,247.15,373.48,33.018,54.5,98.5
EV033,CH007-CH008,,,8/4/2018 14:00,8/4/2018 14:15,98.346,335.2,26.369,64.5,99
EV033,CH007-CH008,,,8/4/2018 13:50,8/4/2018 13:52,198.001,333.04,6.266,58.5,66.5
EV033,CH007-CH008,,,8/3/2018 19:22,8/3/2018 19:28,240.314,307.6,30.441,51,92
EV033,CH007-CH008,,,8/3/2018 18:17,8/3/2018 18:26,303.189,350.9,35.493,48,97
EV033,CH007-CH008,,,8/3/2018 17:12,8/3/2018 17:22,244.229,290.18,39.031,44.5,97
EV033,CH007-CH008,,,8/3/2018 16:15,8/3/2018 16:23,322.533,352.9,44.26,31,90
EV033,CH007-CH008,,,8/3/2018 15:19,8/3/2018 15:23,140.416,238.4,20.552,48,77
EV033,CH007-CH008,,,8/3/2018 14:07,8/3/2018 14:17,279.422,332.06,36.793,47,97.5
EV033,CH007-CH008,,,8/3/2018 13:06,8/3/2018 13:14,266.716,344.9,39.781,36.5,89.5
EV033,CH007-CH008,,,8/3/2018 12:14,8/3/2018 12:18,204.046,269.72,18.436,50,75.5
EV033,CH007-CH008,,,8/3/2018 11:22,8/3/2018 11:26,234.049,296.16,15.463,60,82.5
EV033,CH007-CH008,,,8/3/2018 10:13,8/3/2018 10:22,224.84,329.42,29.862,58,100
EV033,CH007-CH008,,,8/3/2018 9:13,8/3/2018 9:19,212.152,293.34,20.59,72.5,100
EV033,CH007-CH008,,,8/3/2018 8:15,8/3/2018 8:21,283.898,342.84,21.927,68,100
EV033,CH007-CH008,,,8/3/2018 7:14,8/3/2018 7:20,263.06,334.78,20.402,73,100
EV033,CH007-CH008,,,8/3/2018 6:17,8/3/2018 6:26,188.115,276.72,32.253,54.5,97
EV033,CH007-CH008,,,8/1/2018 18:38,8/1/2018 18:47,198.671,313.22,30.36,57,99.5
EV033,CH007-CH008,,,8/1/2018 17:37,8/1/2018 17:46,244.841,347.84,32.125,55,97.5
EV033,CH007-CH008,,,8/1/2018 16:27,8/1/2018 16:35,243.53,369.3,29.387,58,100
EV033,CH007-CH008,,,8/1/2018 15:29,8/1/2018 15:39,264.333,348.86,30.892,57,100
EV033,CH007-CH008,,,8/1/2018 14:30,8/1/2018 14:36,114.596,217.54,27.605,55,92
