Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV027,CH007-CH008,,,7/16/2018 11:01,7/16/2018 11:06,296.94,364.28,20.053,73,100
EV027,CH007-CH008,,,7/16/2018 10:05,7/16/2018 10:10,288.051,362.66,20.599,72.5,100
EV027,CH007-CH008,,,7/16/2018 9:01,7/16/2018 9:06,320.952,366.46,20.161,73,100
EV027,CH007-CH008,,,7/16/2018 7:58,7/16/2018 8:03,277.094,357.76,19.004,74.5,100
EV027,CH007-CH008,,,7/16/2018 7:02,7/16/2018 7:07,328.336,370.92,19.96,73.5,100
EV027,CH007-CH008,,,7/16/2018 6:10,7/16/2018 6:19,167.211,343.96,33.666,55,99.5
EV027,CH007-CH008,,,7/12/2018 18:40,7/12/2018 18:44,238.798,367.52,14.438,80.5,99.5
EV027,CH007-CH008,,,7/12/2018 18:05,7/12/2018 18:11,245.507,353.92,23.254,66.5,100
EV027,CH007-CH008,,,7/12/2018 16:55,7/12/2018 17:00,334.564,360.64,20.59,72.5,100
EV027,CH007-CH008,,,7/12/2018 15:57,7/12/2018 16:02,288.945,343.62,22.064,68,100
EV027,CH007-CH008,,,7/12/2018 14:59,7/12/2018 15:04,295.965,346.36,18.432,75,99.5
EV027,CH007-CH008,,,7/12/2018 14:03,7/12/2018 14:10,304.569,347.4,28.974,57.5,98.5
EV027,CH007-CH008,,,7/12/2018 13:02,7/12/2018 13:08,304.982,345.18,34.909,49.5,96
EV027,CH007-CH008,,,7/12/2018 12:09,7/12/2018 12:11,267.157,347.2,12.174,58,75.5
EV027,CH007-CH008,,,7/12/2018 10:50,7/12/2018 10:59,294.578,338.64,33.225,55,99.5
EV027,CH007-CH008,,,7/12/2018 10:03,7/12/2018 10:06,339.521,358.28,20.918,55.5,83
EV027,CH007-CH008,,,7/12/2018 9:10,7/12/2018 9:13,292.174,349.82,15.317,58.5,80
EV027,CH007-CH008,,,7/12/2018 7:57,7/12/2018 8:06,179.994,323.14,40.945,44.5,99.5
EV027,CH007-CH008,,,7/12/2018 6:10,7/12/2018 6:16,284.524,345.56,30.706,56,96
EV027,CH007-CH008,,,7/11/2018 18:48,7/11/2018 18:55,270.242,313.28,29.049,59,98
EV027,CH007-CH008,,,7/11/2018 18:19,7/11/2018 18:21,241.78,345.62,9.986,72.5,87.5
EV027,CH007-CH008,,,7/11/2018 17:27,7/11/2018 17:33,307.264,354.32,29.553,58.5,98
EV027,CH007-CH008,,,7/11/2018 16:29,7/11/2018 16:32,97.269,350.04,14.683,80,99
EV027,CH007-CH008,,,7/10/2018 22:43,7/10/2018 22:48,196.911,287.12,18.553,75,100
EV027,CH007-CH008,,,7/10/2018 16:31,7/10/2018 16:37,325.058,372.06,25.626,64,100
EV027,CH007-CH008,,,7/10/2018 15:00,7/10/2018 15:05,252.331,349.46,22.808,67,100
EV027,CH007-CH008,,,7/10/2018 14:00,7/10/2018 14:05,311.619,347.7,23.099,66.5,100
EV027,CH007-CH008,,,7/10/2018 12:56,7/10/2018 13:02,272.999,361.88,21.536,71.5,100
EV027,CH007-CH008,,,7/10/2018 12:01,7/10/2018 12:06,154.943,342.9,20.767,72,100
EV027,CH007-CH008,,,7/10/2018 11:04,7/10/2018 11:10,288.443,332.04,24.09,65,99
EV027,CH007-CH008,,,7/10/2018 9:59,7/10/2018 10:04,269.332,362.18,19.684,73.5,100
EV027,CH007-CH008,,,7/10/2018 9:04,7/10/2018 9:10,201.694,346.46,25.789,62.5,98
EV027,CH007-CH008,,,7/10/2018 7:56,7/10/2018 8:01,219.508,346.68,16.569,77.5,100
EV027,CH007-CH008,,,7/10/2018 6:57,7/10/2018 7:06,299.366,349.9,32.353,56.5,100
EV027,CH007-CH008,,,7/10/2018 6:09,7/10/2018 6:15,206.164,338.66,31.065,49.5,91
EV027,CH007-CH008,,,7/2/2018 18:01,7/2/2018 18:07,207.939,319.28,23.414,66.5,100
EV027,CH007-CH008,,,7/2/2018 17:02,7/2/2018 17:08,183.137,342.14,24.057,65.5,100
EV027,CH007-CH008,,,7/2/2018 16:01,7/2/2018 16:07,279.566,370.34,23.784,66,100
EV027,CH007-CH008,,,7/2/2018 15:00,7/2/2018 15:06,323.983,364.12,23.899,65.5,100
EV027,CH007-CH008,,,7/2/2018 13:59,7/2/2018 14:04,266.099,365.04,20.969,72,100
EV027,CH007-CH008,,,7/2/2018 12:56,7/2/2018 13:02,337.468,367.66,25.545,63.5,100
EV027,CH007-CH008,,,7/2/2018 11:55,7/2/2018 12:00,252.804,350.28,20.253,73,100
EV027,CH007-CH008,,,7/2/2018 10:59,7/2/2018 11:05,328.462,373,23.403,66.5,100
EV027,CH007-CH008,,,7/2/2018 9:58,7/2/2018 10:02,269.373,359.58,21.019,71,98
EV027,CH007-CH008,,,7/2/2018 8:59,7/2/2018 9:04,300.446,371.66,19.794,73,99
EV027,CH007-CH008,,,7/2/2018 7:56,7/2/2018 8:02,251.78,295.56,21.043,72,100
EV027,CH007-CH008,,,7/2/2018 6:57,7/2/2018 7:02,288.243,359.62,17.817,76.5,100
EV027,CH007-CH008,,,7/2/2018 6:07,7/2/2018 6:14,295.615,372.6,30.505,56.5,96.5
EV027,CH007-CH008,,,6/29/2018 16:51,6/29/2018 17:51,23.414,38.26,14.18,76,99
EV027,CH007-CH008,,,6/29/2018 16:08,6/29/2018 16:13,236.955,318.36,22.097,63.5,94
EV027,CH007-CH008,,,6/29/2018 15:00,6/29/2018 15:08,226.808,346.58,33.23,55.5,99
EV027,CH007-CH008,,,6/29/2018 14:02,6/29/2018 14:05,275.462,352.72,17.498,65.5,90
EV027,CH007-CH008,,,6/29/2018 13:00,6/29/2018 13:06,307.315,352.04,22.228,67.5,100
EV027,CH007-CH008,,,6/29/2018 11:58,6/29/2018 12:04,274.135,357.04,21.686,71,100
EV027,CH007-CH008,,,6/29/2018 10:56,6/29/2018 11:03,249.863,369.22,23.885,65.5,100
EV027,CH007-CH008,,,6/29/2018 9:57,6/29/2018 10:02,324.317,363.2,20.548,72.5,99
EV027,CH007-CH008,,,6/29/2018 9:01,6/29/2018 9:07,328.844,374.52,22.729,67,99
EV027,CH007-CH008,,,6/29/2018 7:56,6/29/2018 8:01,329.006,368.96,20.59,72.5,100
EV027,CH007-CH008,,,6/29/2018 6:58,6/29/2018 7:03,272.336,316.44,17.607,76.5,100
EV027,CH007-CH008,,,6/29/2018 6:05,6/29/2018 6:13,235.902,279.34,30.298,57.5,98
EV027,CH007-CH008,,,6/27/2018 18:03,6/27/2018 18:08,270.07,339.5,20.973,72,100
EV027,CH007-CH008,,,6/27/2018 17:07,6/27/2018 17:13,233.63,374.24,25.425,63.5,99.5
EV027,CH007-CH008,,,6/27/2018 15:58,6/27/2018 16:04,253.058,337.8,20.636,72.5,100
EV027,CH007-CH008,,,6/27/2018 14:58,6/27/2018 15:04,319.136,359.24,26.254,62.5,100
EV027,CH007-CH008,,,6/27/2018 13:59,6/27/2018 14:05,326.21,364.84,22.626,67,100
EV027,CH007-CH008,,,6/27/2018 12:54,6/27/2018 13:01,230.664,370.68,25.373,63.5,100
EV027,CH007-CH008,,,6/27/2018 11:57,6/27/2018 12:00,329.003,364.8,18.946,71.5,96.5
EV027,CH007-CH008,,,6/27/2018 10:55,6/27/2018 11:01,290.422,363.32,19.881,73.5,100
EV027,CH007-CH008,,,6/27/2018 9:57,6/27/2018 10:03,263.698,328.74,20.439,72.5,100
EV027,CH007-CH008,,,6/27/2018 8:57,6/27/2018 9:02,318.491,366.56,20.037,73,99
EV027,CH007-CH008,,,6/27/2018 7:57,6/27/2018 8:02,267.931,343.7,18.466,75.5,100
EV027,CH007-CH008,,,6/27/2018 6:55,6/27/2018 7:03,251.297,353.18,31.967,57,100
EV027,CH007-CH008,,,6/27/2018 6:06,6/27/2018 6:11,271.451,353.96,22.448,57,86.5
EV027,CH007-CH008,,,6/22/2018 18:46,6/22/2018 18:49,279.199,343.12,13.272,82,100
EV027,CH007-CH008,,,6/22/2018 18:11,6/22/2018 18:17,289.524,338.82,22.046,68,100
EV027,CH007-CH008,,,6/22/2018 17:15,6/22/2018 17:20,284.315,341.7,22.235,68,100
EV027,CH007-CH008,,,6/22/2018 16:12,6/22/2018 16:17,330.295,357.22,24.541,65,100
EV027,CH007-CH008,,,6/22/2018 15:00,6/22/2018 15:07,295.808,360,23.91,66,100
EV027,CH007-CH008,,,6/22/2018 13:59,6/22/2018 14:04,170.6,333.58,17.738,76,100
EV027,CH007-CH008,,,6/22/2018 13:00,6/22/2018 13:08,224.374,354.24,29.069,59.5,100
EV027,CH007-CH008,,,6/22/2018 11:57,6/22/2018 12:03,281.669,339.28,25.165,58.5,97.5
EV027,CH007-CH008,,,6/22/2018 11:03,6/22/2018 11:09,284.644,343.66,26.208,57,96
EV027,CH007-CH008,,,6/22/2018 10:07,6/22/2018 10:10,288.94,344.94,15.535,71.5,91
EV027,CH007-CH008,,,6/22/2018 9:07,6/22/2018 9:13,277.096,351.38,24.157,65,100
EV027,CH007-CH008,,,6/22/2018 8:02,6/22/2018 8:07,323.794,365.56,20.311,72.5,100
EV027,CH007-CH008,,,6/22/2018 6:56,6/22/2018 7:01,274.842,372.18,19.433,74,100
EV027,CH007-CH008,,,6/22/2018 6:09,6/22/2018 6:15,294.946,330.48,30.928,56,96.5
EV027,CH007-CH008,,,6/21/2018 18:42,6/21/2018 18:45,265.987,335.02,9.955,85.5,99.5
EV027,CH007-CH008,,,6/21/2018 18:05,6/21/2018 18:12,248.31,369.36,27.168,62,99.5
EV027,CH007-CH008,,,6/21/2018 16:56,6/21/2018 17:02,283.938,332.26,21.713,71,100
EV027,CH007-CH008,,,6/21/2018 15:59,6/21/2018 16:04,236.696,347.54,20.616,72.5,100
EV027,CH007-CH008,,,6/21/2018 15:01,6/21/2018 15:07,297.32,346.8,23.173,66.5,100
EV027,CH007-CH008,,,6/21/2018 14:00,6/21/2018 14:06,241.321,354.38,23.486,66.5,100
EV027,CH007-CH008,,,6/21/2018 13:00,6/21/2018 13:05,318.475,359.76,21.085,71.5,100
EV027,CH007-CH008,,,6/21/2018 11:58,6/21/2018 12:04,291.023,346.98,20.585,72.5,100
EV027,CH007-CH008,,,6/21/2018 11:00,6/21/2018 11:06,285.833,346.5,21.649,71,100
EV027,CH007-CH008,,,6/21/2018 9:57,6/21/2018 10:02,286.661,344.54,19.613,73.5,100
EV027,CH007-CH008,,,6/21/2018 8:54,6/21/2018 8:58,327.942,366.64,16.978,77,100
EV027,CH007-CH008,,,6/21/2018 7:55,6/21/2018 8:01,332.051,372.6,25.267,64.5,100
EV027,CH007-CH008,,,6/21/2018 7:00,6/21/2018 7:04,300.798,352.56,16.519,72.5,93.5
EV027,CH007-CH008,,,6/21/2018 6:09,6/21/2018 6:17,308.421,354.94,35.931,52,100
EV027,CH007-CH008,,,6/15/2018 17:59,6/15/2018 18:04,255.4,342.56,22.995,66.5,100
EV027,CH007-CH008,,,6/15/2018 17:01,6/15/2018 17:07,325.966,365.24,23.127,66.5,100
EV027,CH007-CH008,,,6/15/2018 15:56,6/15/2018 16:02,323.566,368.7,26.525,62.5,100
EV027,CH007-CH008,,,6/15/2018 14:54,6/15/2018 14:59,299.458,358.54,20.38,72.5,100
EV027,CH007-CH008,,,6/15/2018 13:56,6/15/2018 14:03,312.044,357.04,25.43,63.5,99.5
EV027,CH007-CH008,,,6/15/2018 12:55,6/15/2018 13:00,288.964,361.46,21.132,71.5,100
EV027,CH007-CH008,,,6/15/2018 11:56,6/15/2018 12:02,315.814,369.74,23.036,66.5,100
EV027,CH007-CH008,,,6/15/2018 10:58,6/15/2018 11:03,277.744,352.34,17.139,77,100
EV027,CH007-CH008,,,6/15/2018 9:59,6/15/2018 10:08,268.82,343.16,31.926,57,100
EV027,CH007-CH008,,,6/15/2018 9:09,6/15/2018 9:12,287.016,352.34,13.288,71.5,88.5
EV027,CH007-CH008,,,6/15/2018 7:59,6/15/2018 8:05,199.712,232.44,21.956,68,100
EV027,CH007-CH008,,,6/15/2018 6:59,6/15/2018 7:04,237.345,364.44,17.344,76.5,99.5
EV027,CH007-CH008,,,6/15/2018 6:05,6/15/2018 6:14,254.146,340.2,32.354,57,99.5
EV027,CH007-CH008,,,6/13/2018 18:40,6/13/2018 18:43,220.428,337.36,11.282,84,99.5
EV027,CH007-CH008,,,6/13/2018 18:05,6/13/2018 18:11,299.171,339.24,24.396,65,100
EV027,CH007-CH008,,,6/13/2018 17:08,6/13/2018 17:13,234.87,349.24,20.765,72.5,100
EV027,CH007-CH008,,,6/13/2018 16:13,6/13/2018 16:18,282.422,324.02,24.613,64.5,99
EV027,CH007-CH008,,,6/13/2018 15:15,6/13/2018 15:21,292.983,328.04,19.524,74,100
EV027,CH007-CH008,,,6/13/2018 14:18,6/13/2018 14:25,30.993,166.04,29.186,59.5,98.5
EV027,CH007-CH008,,,6/13/2018 13:14,6/13/2018 13:18,300.149,347.52,23.03,60.5,92
EV027,CH007-CH008,,,6/13/2018 12:15,6/13/2018 12:20,260.703,344.96,18.872,67.5,98.5
EV027,CH007-CH008,,,6/13/2018 11:07,6/13/2018 11:13,32.071,167.44,19.893,73,100
EV027,CH007-CH008,,,6/13/2018 10:08,6/13/2018 10:13,241.259,344.92,19.318,74,100
EV027,CH007-CH008,,,6/13/2018 9:11,6/13/2018 9:16,307.911,353.54,20.145,73,100
EV027,CH007-CH008,,,6/13/2018 8:02,6/13/2018 8:07,288.284,347,18.361,75,100
EV027,CH007-CH008,,,6/13/2018 7:04,6/13/2018 7:09,288.855,335.36,17.691,76,100
EV027,CH007-CH008,,,6/13/2018 6:11,6/13/2018 6:21,228.652,322.98,34.129,54.5,100
EV027,CH007-CH008,,,6/11/2018 11:21,6/11/2018 11:24,86.576,325.34,9.357,87,100
EV027,CH007-CH008,,,6/10/2018 15:02,6/10/2018 15:05,140.354,309.88,6.034,91,100
EV027,CH007-CH008,,,6/9/2018 17:27,6/9/2018 18:40,34.528,40.32,7.167,86.5,99
EV027,CH007-CH008,,,6/8/2018 20:53,6/8/2018 22:29,30.89,43.2,22.849,63.5,100
EV027,CH007-CH008,,,6/8/2018 18:14,6/8/2018 18:19,237.502,306.18,20.019,73,100
EV027,CH007-CH008,,,6/8/2018 17:17,6/8/2018 17:23,300.285,333.28,24.121,65,100
EV027,CH007-CH008,,,6/8/2018 16:10,6/8/2018 16:17,281.777,331.92,23.888,65.5,100
EV027,CH007-CH008,,,6/8/2018 15:12,6/8/2018 15:17,292.612,345,20.91,72,100
EV027,CH007-CH008,,,6/8/2018 14:16,6/8/2018 14:21,288.382,357.86,20.527,72.5,100
EV027,CH007-CH008,,,6/8/2018 13:05,6/8/2018 13:14,292.162,337.92,32.529,56.5,99.5
EV027,CH007-CH008,,,6/8/2018 12:08,6/8/2018 12:12,313.305,348.64,20.868,58.5,87
EV027,CH007-CH008,,,6/8/2018 10:54,6/8/2018 11:04,282.661,357.52,39.725,46,99.5
EV027,CH007-CH008,,,6/8/2018 8:56,6/8/2018 9:00,237.714,352.08,16.281,78,100
EV027,CH007-CH008,,,6/8/2018 7:56,6/8/2018 8:03,252.935,363.24,26.892,62.5,100
EV027,CH007-CH008,,,6/8/2018 6:58,6/8/2018 7:00,298.521,352.3,11.708,77.5,93
EV027,CH007-CH008,,,6/8/2018 6:08,6/8/2018 6:16,303.569,361.72,31.673,57,100
EV027,CH007-CH008,,,6/7/2018 18:05,6/7/2018 18:13,258.088,290.04,28.528,60,100
EV027,CH007-CH008,,,6/7/2018 17:02,6/7/2018 17:07,302.22,367.54,21.233,71.5,100
EV027,CH007-CH008,,,6/7/2018 16:02,6/7/2018 16:07,312.516,371.86,19.431,74,100
EV027,CH007-CH008,,,6/7/2018 15:07,6/7/2018 15:14,294.01,358.28,26.485,62.5,100
EV027,CH007-CH008,,,6/7/2018 13:58,6/7/2018 14:05,205.274,307.56,25.476,63.5,99.5
EV027,CH007-CH008,,,6/7/2018 12:56,6/7/2018 13:02,275.227,360.1,21.241,71.5,100
EV027,CH007-CH008,,,6/7/2018 11:56,6/7/2018 12:03,305.465,342.56,28.318,58,95.5
EV027,CH007-CH008,,,6/7/2018 10:58,6/7/2018 11:02,188.037,268.66,16.8,67,91
EV027,CH007-CH008,,,6/7/2018 9:57,6/7/2018 10:04,341.065,368.84,35.481,51,98.5
EV027,CH007-CH008,,,6/7/2018 9:02,6/7/2018 9:03,32.098,145.68,1.651,73,75
EV027,CH007-CH008,,,6/7/2018 8:00,6/7/2018 8:06,176.843,308.82,22.737,65.5,97.5
EV027,CH007-CH008,,,6/7/2018 7:01,6/7/2018 7:05,252.959,285.76,18.007,68,94
EV027,CH007-CH008,,,6/7/2018 6:04,6/7/2018 6:11,276.359,379.62,28.662,58.5,97.5
EV027,CH007-CH008,,,6/4/2018 12:39,6/4/2018 12:47,74.044,361.3,20.334,74,99.5
EV027,CH007-CH008,,,5/29/2018 19:34,5/29/2018 21:09,29.306,42.06,23.477,58.5,100
EV027,CH007-CH008,,,5/18/2018 17:58,5/18/2018 18:03,230.951,323.44,21.617,71,100
EV027,CH007-CH008,,,5/18/2018 16:59,5/18/2018 17:06,243.402,353.52,27.822,60.5,100
EV027,CH007-CH008,,,5/18/2018 15:55,5/18/2018 16:01,310.458,371.44,23.953,65.5,100
EV027,CH007-CH008,,,5/18/2018 14:58,5/18/2018 15:05,254.007,346.5,25.827,63.5,99
EV027,CH007-CH008,,,5/18/2018 13:56,5/18/2018 14:02,213.445,332.72,24.927,63.5,98.5
EV027,CH007-CH008,,,5/18/2018 12:55,5/18/2018 13:00,262.414,364.36,21.079,72,100
EV027,CH007-CH008,,,5/18/2018 11:56,5/18/2018 12:02,242.324,361.74,25.112,64.5,100
EV027,CH007-CH008,,,5/18/2018 10:58,5/18/2018 11:00,295.629,365.1,10.061,67,82.5
EV027,CH007-CH008,,,5/18/2018 9:57,5/18/2018 10:01,293.252,340.54,19.671,72.5,98.5
EV027,CH007-CH008,,,5/18/2018 8:58,5/18/2018 9:01,291.194,337.16,17.281,74,96.5
EV027,CH007-CH008,,,5/18/2018 7:57,5/18/2018 8:00,294.849,342.92,15.086,72,91
EV027,CH007-CH008,,,5/18/2018 6:54,5/18/2018 7:01,208.048,261.08,4.172,64,100
EV027,CH007-CH008,,,5/18/2018 6:03,5/18/2018 6:05,6.445,106.96,5.435,65.5,75
EV027,CH007-CH008,,,5/15/2018 18:39,5/15/2018 18:43,207.326,320.68,14.921,79.5,100
EV027,CH007-CH008,,,5/15/2018 18:04,5/15/2018 18:10,237.767,324.32,21.795,68,99.5
EV027,CH007-CH008,,,5/15/2018 16:55,5/15/2018 17:02,251.504,313.6,23.063,66.5,100
EV027,CH007-CH008,,,5/15/2018 16:01,5/15/2018 16:08,175.374,321.7,28.338,57,94.5
EV027,CH007-CH008,,,5/15/2018 14:57,5/15/2018 15:05,278.137,348.9,32.768,54.5,98
EV027,CH007-CH008,,,5/15/2018 13:56,5/15/2018 14:04,237.41,331.9,30.153,47,87.5
EV027,CH007-CH008,,,5/15/2018 13:04,5/15/2018 13:05,112.867,314.12,5.767,62.5,72.5
EV027,CH007-CH008,,,5/15/2018 12:05,5/15/2018 12:11,253.072,319.8,21.533,71.5,100
EV027,CH007-CH008,,,5/15/2018 11:01,5/15/2018 11:07,235.272,321.16,24.003,65.5,100
EV027,CH007-CH008,,,5/15/2018 10:03,5/15/2018 10:08,291.347,326.62,19.727,72.5,98.5
EV027,CH007-CH008,,,5/15/2018 9:04,5/15/2018 9:11,225.027,333.84,26.495,62.5,99
EV027,CH007-CH008,,,5/15/2018 8:00,5/15/2018 8:06,268.639,352.42,26.795,59,95
EV027,CH007-CH008,,,5/15/2018 7:05,5/15/2018 7:09,316.295,354.64,24.627,56.5,89
EV027,CH007-CH008,,,5/15/2018 6:10,5/15/2018 6:16,201.487,309.2,25.023,55.5,88
EV027,CH007-CH008,,,5/11/2018 18:01,5/11/2018 18:07,260.977,370.22,24.891,65,100
EV027,CH007-CH008,,,5/11/2018 16:57,5/11/2018 17:04,279.184,366.62,26.222,62.5,100
EV027,CH007-CH008,,,5/11/2018 15:54,5/11/2018 16:01,271.345,352.12,24.458,65,100
EV027,CH007-CH008,,,5/11/2018 14:57,5/11/2018 15:03,292.264,360.82,24.37,65,99
EV027,CH007-CH008,,,5/11/2018 13:53,5/11/2018 13:59,198.876,338.16,23.864,65.5,100
EV027,CH007-CH008,,,5/11/2018 12:55,5/11/2018 13:00,241.133,369.58,20.074,73,100
EV027,CH007-CH008,,,5/11/2018 11:54,5/11/2018 11:59,274.377,329.6,21.385,71.5,100
EV027,CH007-CH008,,,5/11/2018 10:54,5/11/2018 10:59,271.532,360.84,20.775,72.5,100
EV027,CH007-CH008,,,5/11/2018 9:55,5/11/2018 10:00,235.862,342.92,19.606,74,100
EV027,CH007-CH008,,,5/11/2018 8:56,5/11/2018 9:00,336.447,372.82,18.337,75.5,100
EV027,CH007-CH008,,,5/11/2018 7:56,5/11/2018 8:01,299.32,350.2,18.942,75,100
EV027,CH007-CH008,,,5/11/2018 7:00,5/11/2018 7:01,74.447,160.9,1.962,97,100
EV027,CH007-CH008,,,5/11/2018 6:03,5/11/2018 6:10,278.49,355.42,31.63,55.5,97
EV027,CH007-CH008,,,5/7/2018 17:58,5/7/2018 18:04,334.321,369.9,23.085,67,100
EV027,CH007-CH008,,,5/7/2018 17:01,5/7/2018 17:09,297.272,339.46,33.158,56,100
EV027,CH007-CH008,,,5/7/2018 15:55,5/7/2018 16:03,261.734,346.48,35.381,52,99.5
EV027,CH007-CH008,,,5/7/2018 15:01,5/7/2018 15:03,277.465,339,12.414,61.5,80
EV027,CH007-CH008,,,5/7/2018 13:58,5/7/2018 14:05,226.977,302.04,28.612,57,95
EV027,CH007-CH008,,,5/7/2018 12:56,5/7/2018 13:02,310.291,370.54,22.672,67,100
EV027,CH007-CH008,,,5/7/2018 11:55,5/7/2018 12:00,309.474,359.9,21.713,67.5,98
EV027,CH007-CH008,,,5/7/2018 10:56,5/7/2018 11:01,280.459,338.9,22.013,68,100
EV027,CH007-CH008,,,5/7/2018 9:55,5/7/2018 10:00,310.113,367.14,19.479,74,100
EV027,CH007-CH008,,,5/7/2018 8:56,5/7/2018 9:01,279.709,324.78,19.637,74,100
EV027,CH007-CH008,,,5/7/2018 7:57,5/7/2018 8:01,238.967,304.86,14.315,80.5,100
EV027,CH007-CH008,,,5/7/2018 6:55,5/7/2018 7:04,207.406,347.18,29.997,59.5,100
EV027,CH007-CH008,,,5/7/2018 6:04,5/7/2018 6:09,249.179,340.16,22.849,62,93
EV027,CH007-CH008,,,4/30/2018 18:01,4/30/2018 18:07,261.557,319.3,21.443,71,100
EV027,CH007-CH008,,,4/30/2018 17:02,4/30/2018 17:05,204.685,312.14,12.762,62,80.5
EV027,CH007-CH008,,,4/30/2018 15:55,4/30/2018 16:03,279.397,370.32,33.088,55.5,100
EV027,CH007-CH008,,,4/30/2018 15:00,4/30/2018 15:03,257.62,289.82,12.133,64.5,82.5
EV027,CH007-CH008,,,4/30/2018 13:58,4/30/2018 14:03,284.568,357.18,22.804,64,95.5
EV027,CH007-CH008,,,4/30/2018 12:57,4/30/2018 13:02,305.38,370.86,21.718,71,100
EV027,CH007-CH008,,,4/30/2018 11:56,4/30/2018 12:02,257.05,371.6,20.78,72.5,100
EV027,CH007-CH008,,,4/30/2018 10:57,4/30/2018 11:02,294.019,372.68,19.005,74.5,100
EV027,CH007-CH008,,,4/30/2018 9:59,4/30/2018 10:04,302.368,367.42,18.834,75,100
EV027,CH007-CH008,,,4/30/2018 8:57,4/30/2018 9:02,233.973,304.74,19.539,74,100
EV027,CH007-CH008,,,4/30/2018 7:57,4/30/2018 8:01,258.231,361.92,16.095,78.5,100
EV027,CH007-CH008,,,4/30/2018 6:58,4/30/2018 7:07,153.851,294.64,9.117,62,100
EV027,CH007-CH008,,,4/30/2018 6:06,4/30/2018 6:11,215.536,308.1,18.634,66,92
EV027,CH007-CH008,,,4/26/2018 17:59,4/26/2018 18:04,237.228,357.96,20.321,72.5,100
EV027,CH007-CH008,,,4/26/2018 17:01,4/26/2018 17:10,263.956,373.94,30.771,58,100
EV027,CH007-CH008,,,4/26/2018 16:00,4/26/2018 16:08,303.303,372.86,33.475,55,99.5
EV027,CH007-CH008,,,4/26/2018 15:00,4/26/2018 15:07,274.11,331.26,37.443,39,89
EV027,CH007-CH008,,,4/26/2018 12:55,4/26/2018 13:01,248.983,350.98,21.552,71,100
EV027,CH007-CH008,,,4/26/2018 11:56,4/26/2018 12:02,279.009,318.46,22.546,67.5,100
