Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV054,CH009-CH012,,,03/22/2021 13:32:16,03/23/2021 07:09:11,2.40428663403312,25.6480004882813,42.3527265625,64,97.2,33.2
EV054,CH009-CH012,,,04/06/2021 12:11:31,04/07/2021 06:54:33,2.38705087902639,25.8973071289062,44.67898828125,63.2,96.8,33.6
EV054,CH009-CH012,,,04/08/2021 12:00:09,04/08/2021 21:07:31,1.47352531899779,25.5839990234375,13.4426591796875,37.2,96.8,59.6
EV054,CH009-CH012,,,04/09/2021 08:35:30,04/09/2021 10:27:25,1.52307123219478,19.0629772949219,2.84106811523437,66.8,83.2,16.4
EV054,CH009-CH012,,,04/12/2021 08:03:45,04/12/2021 10:23:12,1.7317163976094,22.6350463867187,4.0248408203125,67.6,90.4,22.8
EV054,CH009-CH012,,,04/12/2021 12:12:30,04/12/2021 17:34:36,1.95259996349694,25.383125,10.4822275390625,15.6,96.8,81.2
EV054,CH009-CH012,,,04/15/2021 11:47:14,04/15/2021 19:16:11,1.71016318506878,25.5760009765625,12.796318359375,44,96.8,52.8
EV054,CH009-CH012,,,04/16/2021 07:51:07,04/16/2021 07:58:38,1.3479331945031,13.9154089355469,0.168977279663086,70.8,72,1.2
EV054,CH009-CH012,,,04/16/2021 07:58:59,04/16/2021 08:16:05,1.44076214932584,15.0900341796875,0.410670440673828,72,74.8,2.8
EV054,CH009-CH012,,,04/16/2021 10:42:24,04/16/2021 20:06:26,2.0952740577532,25.8892260742188,19.69676171875,54.4,96.8,42.4
EV054,CH009-CH012,,,04/19/2021 07:48:13,04/19/2021 10:24:42,1.86936772767263,24.4381030273438,4.875818359375,69.6,94.4,24.8
EV054,CH009-CH012,,,04/19/2021 10:57:39,04/20/2021 05:44:11,2.55389807057284,25.8811596679687,47.95116015625,92.8,97.2,4.40000000000001
EV054,CH009-CH012,,,04/22/2021 09:18:45,04/22/2021 09:35:21,2.4989683854413,25.2444995117188,0.691681823730469,95.2,96.4,1.2
EV054,CH009-CH012,,,04/22/2021 10:55:43,04/22/2021 12:56:15,2.31922668372748,25.1973754882812,4.65957958984375,84,96.4,12.4
EV054,CH009-CH012,,,04/23/2021 07:48:33,04/23/2021 10:14:57,1.77954368500136,23.3207958984375,4.34227294921875,68.8,92,23.2
EV054,CH009-CH012,,,04/26/2021 07:47:35,04/26/2021 08:58:33,1.33712379847825,16.0232727050781,1.58153405761719,65.6,76.4,10.8
EV054,CH009-CH012,,,04/26/2021 11:14:32,04/27/2021 05:59:46,2.4301833570911,25.6639990234375,45.5757734375,22.4,97.2,74.8
EV054,CH009-CH012,,,04/27/2021 08:21:29,04/27/2021 09:44:08,1.51722725039015,17.88625,2.09013647460938,69.2,80.4,11.2
EV054,CH009-CH012,,,04/27/2021 11:49:47,04/27/2021 11:50:10,0.353600181773509,5.35272705078125,0.00229545450210571,16,22,6
EV054,CH009-CH012,,,04/27/2021 11:50:39,04/27/2021 19:32:04,1.86671983904556,25.5760009765625,14.35561328125,16,96.8,80.8
EV054,CH009-CH012,,,04/29/2021 07:41:29,04/29/2021 07:44:40,1.20058820367227,14.1963635253906,0.0637045440673828,73.2,73.2,0
EV054,CH009-CH012,,,04/29/2021 08:27:11,04/29/2021 08:28:33,1.42981513235151,14.3959997558594,0.0329318199157715,73.2,73.2,0
EV054,CH009-CH012,,,05/03/2021 08:15:16,05/03/2021 10:11:29,1.79152999600464,21.6450903320312,3.47055688476562,72.8,88.4,15.6
EV054,CH009-CH012,,,05/03/2021 11:51:09,05/03/2021 15:12:09,1.29666630655096,19.5215905761719,4.34395458984375,16.4,84,67.6
EV054,CH009-CH012,,,05/03/2021 16:04:53,05/03/2021 21:08:59,2.36195821335146,25.8085009765625,11.9712158203125,80,96.8,16.8
