Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV063,CH009-CH012,,,01/28/2021 11:23:47,01/29/2021 09:39:24,2.54172609333724,25.6480004882813,56.5797265625,89.2,96.8,7.59999999999999
EV063,CH009-CH012,,,02/01/2021 08:19:41,02/01/2021 08:35:53,2.35401896225114,23.9978173828125,0.636136352539063,91.2,93.2,2
EV063,CH009-CH012,,,02/02/2021 05:16:46,02/02/2021 15:03:45,2.55400770017177,25.6480004882813,24.986419921875,94,97.2,3.2
EV063,CH009-CH012,,,02/24/2021 08:52:37,02/24/2021 09:52:40,1.90704225030943,20.9457397460938,1.90895458984375,79.2,86.8,7.59999999999999
EV063,CH009-CH012,,,03/02/2021 09:30:38,03/02/2021 13:18:03,2.00292481807643,24.0458178710937,7.59188623046875,70,94,24
EV063,CH009-CH012,,,03/02/2021 13:21:00,03/02/2021 13:25:23,2.13578983461393,24.09076171875,0.156056823730469,94,94,0
EV063,CH009-CH012,,,03/12/2021 09:54:35,03/12/2021 10:30:43,0.663397793018469,8.00668151855469,0.399568176269531,54.4,59.6,5.19999999999999
EV063,CH009-CH012,,,03/22/2021 08:16:00,03/22/2021 09:05:31,1.59806487226734,17.6509094238281,1.31907958984375,73.2,80,6.8
EV063,CH009-CH012,,,03/22/2021 09:13:23,03/22/2021 10:10:13,1.95398226643776,21.4296704101562,1.85107958984375,80,88,8
EV063,CH009-CH012,,,03/23/2021 12:19:22,03/24/2021 06:53:07,2.3820335327816,25.6480004882813,44.2171015625,62.4,97.2,34.8
EV063,CH009-CH012,,,03/24/2021 08:01:20,03/24/2021 08:48:19,1.97305118208812,21.4164306640625,1.54504541015625,80.8,88,7.2
EV063,CH009-CH012,,,03/24/2021 11:22:05,03/25/2021 06:31:52,2.41735775634794,27.2205786132813,46.32406640625,65.2,97.2,32
EV063,CH009-CH012,,,03/25/2021 06:36:21,03/25/2021 09:27:57,2.54044130610044,25.6480004882813,7.26611376953125,96.4,97.2,0.799999999999997
EV063,CH009-CH012,,,04/05/2021 12:48:42,04/06/2021 05:52:01,2.2781885018754,25.6480004882813,38.85530859375,56,97.2,41.2
EV063,CH009-CH012,,,04/06/2021 08:16:49,04/06/2021 08:17:25,1.00863198657027,10.1292272949219,0.0103068180084229,64.4,64.4,0
EV063,CH009-CH012,,,04/06/2021 08:17:43,04/06/2021 10:22:24,1.42978561726837,18.5865454101563,2.97131811523438,64.4,82,17.6
EV063,CH009-CH012,,,04/08/2021 08:03:43,04/08/2021 10:31:06,1.62221974333888,21.1745458984375,3.98482958984375,66.8,87.6,20.8
EV063,CH009-CH012,,,04/08/2021 11:53:59,04/09/2021 04:56:58,2.38539522003879,25.6480004882813,40.67071484375,64.4,97.2,32.8
EV063,CH009-CH012,,,04/09/2021 08:05:26,04/09/2021 10:27:21,1.75467096499114,22.350908203125,4.150318359375,69.6,90,20.4
EV063,CH009-CH012,,,04/12/2021 08:08:51,04/12/2021 10:25:14,1.81088282156932,22.835556640625,4.11648876953125,71.2,90.8,19.6
EV063,CH009-CH012,,,04/12/2021 11:56:02,04/13/2021 07:56:54,2.44009109460968,25.8730908203125,48.83731640625,67.2,97.2,30
EV063,CH009-CH012,,,04/13/2021 09:49:00,04/13/2021 10:06:36,1.8709300110162,19.2744653320313,0.548920471191406,80.8,83.6,2.80000000000001
EV063,CH009-CH012,,,04/15/2021 08:59:51,04/15/2021 10:36:21,0.0897060222316834,3.53018188476562,0.144284088134766,36.4,50.4,14
EV063,CH009-CH012,,,04/15/2021 10:39:36,04/15/2021 12:29:50,0.75409292042194,11.5390454101563,1.38556823730469,50.4,67.2,16.8
EV063,CH009-CH012,,,04/15/2021 13:23:35,04/16/2021 04:45:39,2.38057342692549,25.8892260742188,36.5847734375,66,97.2,31.2
