Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV026,CH007-CH008,,,8/10/2018 18:48,8/10/2018 18:52,193.386,342.28,13.91,81,99.5
EV026,CH007-CH008,,,8/10/2018 18:14,8/10/2018 18:20,308.8,363.64,24.091,65,100
EV026,CH007-CH008,,,8/10/2018 17:11,8/10/2018 17:19,327.83,364.82,31.054,57.5,100
EV026,CH007-CH008,,,8/10/2018 16:04,8/10/2018 16:09,321.533,361.06,25.935,62.5,99.5
EV026,CH007-CH008,,,8/10/2018 15:02,8/10/2018 15:10,230.942,360.1,32.01,56.5,100
EV026,CH007-CH008,,,8/10/2018 14:04,8/10/2018 14:09,269.571,345.72,22.278,67.5,100
EV026,CH007-CH008,,,8/10/2018 13:03,8/10/2018 13:12,321.826,349.84,30.021,58.5,100
EV026,CH007-CH008,,,8/10/2018 11:58,8/10/2018 12:03,181.935,337.9,24.621,59.5,98
EV026,CH007-CH008,,,8/10/2018 10:54,8/10/2018 10:59,266.749,339.36,18.808,75,100
EV026,CH007-CH008,,,8/10/2018 9:57,8/10/2018 10:04,234.292,321.48,26.028,62.5,99
EV026,CH007-CH008,,,8/10/2018 8:55,8/10/2018 9:00,258.797,331.88,21.946,68,100
EV026,CH007-CH008,,,8/10/2018 7:56,8/10/2018 7:59,226.071,331.9,15.238,79.5,100
EV026,CH007-CH008,,,8/10/2018 6:56,8/10/2018 7:03,248.194,348.36,27.098,62,99
EV026,CH007-CH008,,,8/10/2018 6:06,8/10/2018 6:12,244.985,343.46,27.937,55.5,91.5
EV026,CH007-CH008,,,8/9/2018 18:03,8/9/2018 18:09,273.88,339.12,24.507,64,98.5
EV026,CH007-CH008,,,8/9/2018 17:02,8/9/2018 17:10,318.528,370.68,27.575,61.5,100
EV026,CH007-CH008,,,8/9/2018 15:58,8/9/2018 16:05,120.812,234.92,24.684,65,100
EV026,CH007-CH008,,,8/9/2018 15:58,8/9/2018 16:05,212.545,345.04,24.657,65,100
EV026,CH007-CH008,,,8/9/2018 14:56,8/9/2018 15:03,324.91,369.52,25.331,63.5,99
EV026,CH007-CH008,,,8/9/2018 13:52,8/9/2018 14:01,240.338,369.98,33.837,55,100
EV026,CH007-CH008,,,8/9/2018 12:58,8/9/2018 13:02,300.152,352.64,23.378,55,86
EV026,CH007-CH008,,,8/9/2018 12:01,8/9/2018 12:04,301.396,334.44,18.047,60.5,86
EV026,CH007-CH008,,,8/9/2018 10:51,8/9/2018 10:56,314.356,364.8,21.604,68,99
EV026,CH007-CH008,,,8/9/2018 9:56,8/9/2018 10:03,266.729,373.84,26.771,62.5,100
EV026,CH007-CH008,,,8/9/2018 8:53,8/9/2018 8:59,294.705,348.06,22.38,67.5,100
EV026,CH007-CH008,,,8/9/2018 7:55,8/9/2018 8:00,272.374,362,17.754,76,100
EV026,CH007-CH008,,,8/9/2018 6:53,8/9/2018 7:01,308.894,364.62,31.56,57.5,100
EV026,CH007-CH008,,,8/9/2018 6:07,8/9/2018 6:10,300.026,360.46,18.988,65,92
EV026,CH007-CH008,,,8/7/2018 18:00,8/7/2018 18:08,296.93,345,33.467,55,98.5
EV026,CH007-CH008,,,8/7/2018 17:07,8/7/2018 17:11,286.766,349.5,21.614,56,84.5
EV026,CH007-CH008,,,8/7/2018 15:52,8/7/2018 15:57,309.419,344.68,20.93,72,100
EV026,CH007-CH008,,,8/7/2018 14:54,8/7/2018 15:03,318.5,349.7,32.424,56.5,100
EV026,CH007-CH008,,,8/7/2018 13:56,8/7/2018 13:59,127.311,331.32,18.614,71.5,95.5
EV026,CH007-CH008,,,8/7/2018 12:57,8/7/2018 13:04,281.412,344.32,29.827,58.5,98.5
EV026,CH007-CH008,,,8/7/2018 11:56,8/7/2018 12:00,322.484,353.32,21.176,64.5,94
EV026,CH007-CH008,,,8/7/2018 10:52,8/7/2018 10:58,307.717,362.36,23.047,66.5,99
EV026,CH007-CH008,,,8/7/2018 10:00,8/7/2018 10:05,290.249,372.24,22.92,67,100
EV026,CH007-CH008,,,8/7/2018 9:02,8/7/2018 9:06,198.344,338.34,19.343,74.5,100
EV026,CH007-CH008,,,8/7/2018 8:00,8/7/2018 8:05,335.45,371.18,24.309,65.5,100
EV026,CH007-CH008,,,8/7/2018 6:55,8/7/2018 7:00,320.961,363.46,21.183,72,100
EV026,CH007-CH008,,,8/7/2018 6:02,8/7/2018 6:09,252.075,354.86,34.818,53.5,100
EV026,CH007-CH008,,,8/2/2018 18:00,8/2/2018 18:07,310.558,365.62,25.307,64,100
EV026,CH007-CH008,,,8/2/2018 17:05,8/2/2018 17:11,244.01,335.22,27.92,57,98
