Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV035,CH007-CH008,,,8/13/2018 3:02,8/13/2018 4:11,28.085,42.8,31.102,54,100
EV035,CH007-CH008,,,8/12/2018 18:09,8/12/2018 18:17,282.52,333.52,27.129,61,99.5
EV035,CH007-CH008,,,8/12/2018 17:09,8/12/2018 17:18,308.963,353.98,29.144,59,100
EV035,CH007-CH008,,,8/12/2018 16:04,8/12/2018 16:13,222.044,332.38,26.535,62,99.5
EV035,CH007-CH008,,,8/12/2018 15:06,8/12/2018 15:15,263.469,363.18,29.02,59,100
EV035,CH007-CH008,,,8/12/2018 14:07,8/12/2018 14:15,306.753,354.1,26.298,62,99.5
EV035,CH007-CH008,,,8/12/2018 13:01,8/12/2018 13:10,210.653,329.24,28.705,59,99.5
EV035,CH007-CH008,,,8/12/2018 12:00,8/12/2018 12:08,107.377,259.5,26.306,62.5,100
EV035,CH007-CH008,,,8/12/2018 11:01,8/12/2018 11:10,197.637,369.2,31.684,56,100
EV035,CH007-CH008,,,8/12/2018 10:02,8/12/2018 10:08,309.187,370.56,20.629,72.5,100
EV035,CH007-CH008,,,8/12/2018 8:57,8/12/2018 9:06,253.646,318.08,33.1,55,100
EV035,CH007-CH008,,,8/11/2018 18:42,8/11/2018 18:51,206.376,299.14,30.987,57.5,100
EV035,CH007-CH008,,,8/11/2018 17:39,8/11/2018 17:47,306.647,353.62,26.053,62.5,99.5
EV035,CH007-CH008,,,8/11/2018 16:44,8/11/2018 16:53,313.64,364.22,31.68,56.5,100
EV035,CH007-CH008,,,8/11/2018 15:35,8/11/2018 15:45,308.471,365.18,33.749,54,99
EV035,CH007-CH008,,,8/11/2018 14:39,8/11/2018 14:50,335.76,366.18,52.938,28,99.5
EV035,CH007-CH008,,,8/11/2018 13:43,8/11/2018 13:48,304.084,358.72,28.421,27,64.5
EV035,CH007-CH008,,,8/11/2018 12:40,8/11/2018 12:41,243.091,340.96,6.913,53,62
