Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV056,CH009-CH012,,,05/05/2021 00:55:57,05/05/2021 05:19:55,,4.80399990081787,,,,
EV056,CH009-CH012,,,05/17/2021 09:03:13,05/17/2021 09:12:00,,7.37099981307983,,100,100,0
EV056,CH009-CH012,,,05/17/2021 10:15:26,05/17/2021 10:17:32,7.12233803089299,7.44099998474121,0.25,90,90,0
EV056,CH009-CH012,,,05/17/2021 12:09:36,05/17/2021 12:29:53,12.8575964968029,14.0279998779297,4.34999990463257,88,92,4
EV056,CH009-CH012,,,05/17/2021 13:51:05,05/18/2021 10:43:00,,65.4830017089844,,,,
EV056,CH009-CH012,,,06/03/2021 08:32:01,06/03/2021 09:24:50,12.3478565239403,13.8249998092651,10.8699998855591,75.2,84.8,9.59999999999999
EV056,CH009-CH012,,,06/03/2021 12:03:31,06/04/2021 06:06:42,5.0539303063951,65.463996887207,91.2399978637695,48.8,100,51.2
EV056,CH009-CH012,,,06/04/2021 08:29:12,06/04/2021 09:22:57,11.7540283275481,14.0260000228882,10.5299997329712,76,84.8,8.8
EV056,CH009-CH012,,,06/14/2021 05:46:21,06/14/2021 07:50:21,,2.63299989700317,,,,
EV056,CH009-CH012,,,08/20/2021 11:58:00,08/20/2021 14:41:30,9.81253087198961,13.9069995880127,26.7399997711182,74,100,26
