Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge E/Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV030,CH007-CH008,,,4/28/2018 15:05,4/28/2018 15:10,277.741,368.94,22.9,63,95.5
EV030,CH007-CH008,,,4/28/2018 13:00,4/28/2018 13:05,265.549,379.2,19.495,74,99.5
EV030,CH007-CH008,,,4/28/2018 9:00,4/28/2018 9:05,146.217,248.8,12.801,,95
EV030,CH007-CH008,,,4/27/2018 17:40,4/27/2018 17:44,136.184,291.7,9.602,86.5,100
EV030,CH007-CH008,,,4/27/2018 14:30,4/27/2018 14:34,129.526,164.16,6.55,90.5,100
EV030,CH007-CH008,,,4/27/2018 13:29,4/27/2018 13:30,211.803,282.68,3.58,73.5,78
EV030,CH007-CH008,,,4/27/2018 10:25,4/27/2018 10:28,233.987,274.72,8.218,88,100
EV030,CH007-CH008,,,4/27/2018 6:25,4/27/2018 6:30,214.734,297.16,18.481,,89.5
EV030,CH007-CH008,,,4/25/2018 13:52,4/25/2018 13:55,62.152,179.66,11.624,54,69
EV030,CH007-CH008,,,4/25/2018 10:45,4/25/2018 10:50,207.562,252.58,16.159,65.5,89.5
EV030,CH007-CH008,,,4/25/2018 5:52,4/25/2018 5:55,228.232,369.14,10.697,84.5,99
EV030,CH007-CH008,,,4/24/2018 13:30,4/24/2018 13:33,145.602,267.48,7.55,,100
EV030,CH007-CH008,,,4/23/2018 6:55,4/23/2018 6:56,123.123,153.74,2.192,,97.5
EV030,CH007-CH008,,,4/20/2018 16:40,4/20/2018 16:43,77.764,116.94,4.01,94,100
EV030,CH007-CH008,,,4/20/2018 11:09,4/20/2018 11:17,103.552,216.82,3.608,62.5,100
EV030,CH007-CH008,,,4/20/2018 8:10,4/20/2018 8:15,191.507,195.4,16.211,58.5,81
EV030,CH007-CH008,,,4/20/2018 7:10,4/20/2018 7:13,322.377,368.98,16.369,58,80
EV030,CH007-CH008,,,4/20/2018 6:11,4/20/2018 6:15,195.189,288.68,14.373,46,65
EV030,CH007-CH008,,,4/19/2018 9:50,4/19/2018 9:51,117.162,142.02,2.107,,95
EV030,CH007-CH008,,,4/18/2018 14:50,4/18/2018 14:50,21.782,23.2,0.083,99.5,100
EV030,CH007-CH008,,,4/18/2018 13:42,4/18/2018 13:45,253.606,361.22,11.829,60.5,78.5
EV030,CH007-CH008,,,4/18/2018 12:50,4/18/2018 12:54,267.527,342.98,18.586,64,89.5
EV030,CH007-CH008,,,4/18/2018 6:50,4/18/2018 6:53,271.458,275.84,13.084,,92
EV030,CH007-CH008,,,4/17/2018 10:45,4/17/2018 10:50,43.351,160.48,18.187,72.5,96.5
EV030,CH007-CH008,,,4/17/2018 9:50,4/17/2018 9:55,175.524,179.54,13.927,76.5,94.5
EV030,CH007-CH008,,,4/17/2018 6:50,4/17/2018 6:50,29.842,66.02,0.428,,99.5
EV030,CH007-CH008,,,4/16/2018 17:50,4/16/2018 17:55,206.732,312.16,14.858,55.5,77
EV030,CH007-CH008,,,4/16/2018 15:45,4/16/2018 15:50,207.108,228.12,17.184,66,91
EV030,CH007-CH008,,,4/16/2018 11:45,4/16/2018 11:50,204.667,238.94,17.47,,91.5
EV030,CH007-CH008,,,4/13/2018 13:25,4/13/2018 13:30,290.114,364.42,19.246,74,99
EV030,CH007-CH008,,,4/13/2018 12:22,4/13/2018 12:25,235.555,297,12.991,72,88.5
EV030,CH007-CH008,,,4/13/2018 10:25,4/13/2018 10:29,244.452,251.88,14.099,,100
EV030,CH007-CH008,,,4/12/2018 16:20,4/12/2018 16:23,261.183,271.34,8.534,87.5,100
EV030,CH007-CH008,,,4/12/2018 11:04,4/12/2018 11:05,145.555,207.24,2.064,65,67.5
EV030,CH007-CH008,,,4/12/2018 10:05,4/12/2018 10:10,283.368,323.28,23.173,56,87
EV030,CH007-CH008,,,4/12/2018 6:11,4/12/2018 6:15,132.527,245.8,11.572,48,63.5
EV030,CH007-CH008,,,4/11/2018 14:47,4/11/2018 14:50,242.872,333.46,10.628,73,86.5
EV030,CH007-CH008,,,4/11/2018 13:47,4/11/2018 13:50,115.957,294.06,12.915,64,83.5
EV030,CH007-CH008,,,4/11/2018 12:44,4/11/2018 12:45,234.07,337.1,1.969,72.5,75
EV030,CH007-CH008,,,4/11/2018 9:47,4/11/2018 9:50,166.313,191.1,7.073,72.5,81.5
EV030,CH007-CH008,,,4/11/2018 6:45,4/11/2018 6:49,174.364,205.02,10.054,,100
EV030,CH007-CH008,,,4/10/2018 6:53,4/10/2018 7:04,156.282,285.36,13.627,55.5,100
EV030,CH007-CH008,,,4/9/2018 15:27,4/9/2018 15:30,282.47,343.46,13.075,50,67
EV030,CH007-CH008,,,4/9/2018 14:30,4/9/2018 14:35,118.156,262.08,11.865,53,68.5
EV030,CH007-CH008,,,4/8/2018 18:40,4/8/2018 18:45,223.757,227.7,17.716,74,97
EV030,CH007-CH008,,,4/8/2018 17:45,4/8/2018 17:50,249.758,264.98,18.967,74,98.5
EV030,CH007-CH008,,,4/8/2018 15:45,4/8/2018 15:49,72.903,129.92,5.152,92.5,100
EV030,CH007-CH008,,,4/8/2018 14:35,4/8/2018 14:40,173.216,196.26,12.924,73,89.5
EV030,CH007-CH008,,,4/8/2018 12:35,4/8/2018 12:40,215.432,278.02,15.144,79.5,99.5
EV030,CH007-CH008,,,4/8/2018 10:35,4/8/2018 10:39,213.466,218.52,14.157,77,95
EV030,CH007-CH008,,,4/8/2018 8:25,4/8/2018 8:30,167.897,185.32,14.35,,75
EV030,CH007-CH008,,,4/7/2018 18:52,4/7/2018 18:55,237.208,267.38,12.068,53,68.5
EV030,CH007-CH008,,,4/7/2018 18:15,4/7/2018 18:17,182.464,189.18,5.748,84.5,92
EV030,CH007-CH008,,,4/7/2018 15:09,4/7/2018 15:10,135.887,174.24,2.328,56,59
EV030,CH007-CH008,,,4/7/2018 12:02,4/7/2018 12:05,157.615,198.78,8.793,50.5,62.5
EV030,CH007-CH008,,,4/7/2018 11:05,4/7/2018 11:08,146.941,151.68,8.974,67.5,80
EV030,CH007-CH008,,,4/7/2018 10:05,4/7/2018 10:06,191.135,198.2,4.746,,84.5
EV030,CH007-CH008,,,4/6/2018 13:00,4/6/2018 13:11,194.613,268.36,17.429,56,99
EV030,CH007-CH008,,,4/6/2018 11:10,4/6/2018 11:14,233.984,308.12,16.973,62.5,87.5
EV030,CH007-CH008,,,4/6/2018 7:10,4/6/2018 7:15,262.867,278.42,19.571,66,93
EV030,CH007-CH008,,,4/6/2018 6:15,4/6/2018 6:19,314.007,367.7,12.568,,93
EV030,CH007-CH008,,,4/5/2018 19:25,4/5/2018 19:29,129.745,233.32,8.184,88.5,100
EV030,CH007-CH008,,,4/5/2018 18:15,4/5/2018 18:18,326.352,366.32,7.435,89,100
EV030,CH007-CH008,,,4/5/2018 11:10,4/5/2018 11:14,104.047,125.02,5.106,92,98.5
EV030,CH007-CH008,,,4/5/2018 10:06,4/5/2018 10:10,246.909,308.92,15.387,64.5,87.5
EV030,CH007-CH008,,,4/5/2018 7:08,4/5/2018 7:15,234.117,293.68,27.396,52.5,89
EV030,CH007-CH008,,,4/5/2018 6:20,4/5/2018 6:22,328.935,377.32,11.146,,83.5
EV030,CH007-CH008,,,4/4/2018 8:46,4/4/2018 8:50,232.605,309.62,17.018,67.5,93
EV030,CH007-CH008,,,4/3/2018 13:50,4/3/2018 13:53,112.774,127.94,3.872,94,100
EV030,CH007-CH008,,,4/3/2018 11:46,4/3/2018 11:50,289.429,360.26,19.306,72.5,97.5
EV030,CH007-CH008,,,4/3/2018 10:46,4/3/2018 10:50,236.991,283.92,12.741,64,84
EV030,CH007-CH008,,,4/2/2018 7:47,4/2/2018 7:50,186.465,258.94,10.72,67,83.5
EV030,CH007-CH008,,,4/2/2018 6:45,4/2/2018 6:46,46.122,94.94,1.196,,100
EV030,CH007-CH008,,,3/30/2018 17:41,3/30/2018 17:45,287.857,344.18,16.426,76,97.5
EV030,CH007-CH008,,,3/30/2018 16:30,3/30/2018 16:35,329.098,366.56,20.88,71,98
EV030,CH007-CH008,,,3/30/2018 15:30,3/30/2018 15:33,149.514,209.78,6.25,89.5,98
EV030,CH007-CH008,,,3/30/2018 14:30,3/30/2018 14:31,192.005,263.7,3.679,87,91.5
EV030,CH007-CH008,,,3/30/2018 13:22,3/30/2018 13:30,211.742,277.34,10.95,53.5,96
EV030,CH007-CH008,,,3/30/2018 12:22,3/30/2018 12:28,282.635,352.98,21.221,71.5,100
EV030,CH007-CH008,,,3/30/2018 11:22,3/30/2018 11:27,255.728,318.34,19.842,73.5,100
EV030,CH007-CH008,,,3/30/2018 10:30,3/30/2018 10:30,25.763,45.7,0.368,,100
EV030,CH007-CH008,,,3/30/2018 9:25,3/30/2018 9:31,248.468,348.02,21.334,72,100
EV030,CH007-CH008,,,3/30/2018 8:26,3/30/2018 8:31,307.972,373.5,22.939,63,95.5
EV030,CH007-CH008,,,3/30/2018 7:25,3/30/2018 7:32,191.121,344.66,20.316,72.5,98.5
EV030,CH007-CH008,,,3/30/2018 6:23,3/30/2018 6:33,8.076,138.78,32.751,51,94
EV030,CH007-CH008,,,3/28/2018 19:18,3/28/2018 19:25,227.177,272.8,7.201,66.5,100
EV030,CH007-CH008,,,3/28/2018 18:15,3/28/2018 18:27,220.454,246.82,38.245,47,99.5
EV030,CH007-CH008,,,3/28/2018 17:13,3/28/2018 17:18,173.184,290.58,20.166,52,79.5
EV030,CH007-CH008,,,3/28/2018 16:12,3/28/2018 16:20,224.32,287.44,32.688,47.5,91.5
EV030,CH007-CH008,,,3/28/2018 15:20,3/28/2018 15:20,260.721,272.8,1.612,78,80
EV030,CH007-CH008,,,3/28/2018 14:10,3/28/2018 14:14,154.733,196.22,7.037,89.5,100
EV030,CH007-CH008,,,3/28/2018 13:12,3/28/2018 13:16,232.756,300.74,15.361,61.5,84.5
EV030,CH007-CH008,,,3/28/2018 12:20,3/28/2018 12:23,100.684,116.54,3.356,95,100
EV030,CH007-CH008,,,3/28/2018 11:09,3/28/2018 11:16,235.048,276.7,28.526,53.5,91
EV030,CH007-CH008,,,3/28/2018 10:13,3/28/2018 10:16,254.36,318.58,13.559,66.5,86.5
EV030,CH007-CH008,,,3/28/2018 8:08,3/28/2018 8:15,244.274,280.46,28.505,48.5,87
EV030,CH007-CH008,,,3/28/2018 7:10,3/28/2018 7:15,220.318,228.66,19.953,58,85
EV030,CH007-CH008,,,3/28/2018 6:14,3/28/2018 6:15,162.286,298.24,2.282,49.5,53
EV030,CH007-CH008,,,3/27/2018 19:25,3/27/2018 19:25,26.542,28.12,0.07,99,100
EV030,CH007-CH008,,,3/27/2018 17:07,3/27/2018 17:13,279.432,360.12,20.099,73,100
EV030,CH007-CH008,,,3/27/2018 16:09,3/27/2018 16:10,276.245,316.92,4.675,49.5,56
EV030,CH007-CH008,,,3/27/2018 15:20,3/27/2018 15:20,215.492,323.1,0.647,79,79.5
EV030,CH007-CH008,,,3/27/2018 14:03,3/27/2018 14:10,306.472,360.04,8.906,63,100
EV030,CH007-CH008,,,3/27/2018 13:10,3/27/2018 13:11,117.56,147.54,1.594,97.5,100
EV030,CH007-CH008,,,3/27/2018 12:10,3/27/2018 12:16,220.368,238.84,18.857,74.5,99.5
EV030,CH007-CH008,,,3/27/2018 11:07,3/27/2018 11:13,237.115,289.9,20.669,72.5,100
EV030,CH007-CH008,,,3/27/2018 10:01,3/27/2018 10:07,192.868,238.2,19.254,74,100
EV030,CH007-CH008,,,3/27/2018 9:00,3/27/2018 9:11,192.428,330.96,33.774,55,100
EV030,CH007-CH008,,,3/27/2018 8:08,3/27/2018 8:15,254.018,310.24,30.805,41.5,83
EV030,CH007-CH008,,,3/27/2018 7:08,3/27/2018 7:15,144.607,239.68,28.215,44,82
EV030,CH007-CH008,,,3/26/2018 21:20,3/26/2018 21:39,36.443,43.02,9.315,86,100
EV030,CH007-CH008,,,3/26/2018 20:46,3/26/2018 21:05,35.353,40.48,11.983,55.5,72.5
EV030,CH007-CH008,,,3/26/2018 16:45,3/26/2018 16:50,243.886,248.42,19.336,74.5,100
EV030,CH007-CH008,,,3/26/2018 15:50,3/26/2018 15:58,296.697,325.26,26.556,64.5,100
EV030,CH007-CH008,,,3/26/2018 14:51,3/26/2018 14:58,191.76,223.12,23.929,62.5,96.5
EV030,CH007-CH008,,,3/26/2018 13:47,3/26/2018 13:50,300.347,359.5,17.168,57,82
EV030,CH007-CH008,,,3/26/2018 12:45,3/26/2018 12:58,165.447,268.72,34.389,54,100
EV030,CH007-CH008,,,3/26/2018 11:47,3/26/2018 11:53,187.7,328.32,22.262,67,100
EV030,CH007-CH008,,,3/26/2018 10:48,3/26/2018 10:55,181.616,204.02,20.105,67.5,97.5
EV030,CH007-CH008,,,3/26/2018 9:45,3/26/2018 9:50,262.918,328.64,18.396,75,99.5
EV030,CH007-CH008,,,3/26/2018 8:43,3/26/2018 8:55,258.019,294,35.92,49.5,98
EV030,CH007-CH008,,,3/26/2018 7:45,3/26/2018 7:50,227.114,279.38,20.531,48,76.5
EV030,CH007-CH008,,,3/26/2018 6:45,3/26/2018 6:55,241.38,268.82,18.937,40.5,90.5
EV030,CH007-CH008,,,3/26/2018 5:52,3/26/2018 6:00,152.448,237,19.177,71,96
EV030,CH007-CH008,,,3/24/2018 18:55,3/24/2018 18:57,187.969,195.38,8.671,84.5,96
EV030,CH007-CH008,,,3/24/2018 18:09,3/24/2018 18:17,255.919,288.48,26.74,62,99.5
EV030,CH007-CH008,,,3/24/2018 17:09,3/24/2018 17:15,198.576,241.24,17.862,62.5,88
EV030,CH007-CH008,,,3/24/2018 16:10,3/24/2018 16:12,171.684,290.22,5.701,91,99.5
EV030,CH007-CH008,,,3/24/2018 15:10,3/24/2018 15:12,91.693,134,2.868,,99.5
EV030,CH007-CH008,,,3/24/2018 14:05,3/24/2018 14:11,303.109,317.24,23.592,65.5,99.5
EV030,CH007-CH008,,,3/24/2018 13:03,3/24/2018 13:09,250.351,309.66,23.165,65.5,99
EV030,CH007-CH008,,,3/24/2018 12:05,3/24/2018 12:05,27.588,45.74,0.395,,100
EV030,CH007-CH008,,,3/24/2018 10:05,3/24/2018 10:08,243.596,292.98,15.576,,94
EV030,CH007-CH008,,,3/23/2018 17:50,3/23/2018 17:53,220.091,229.76,9.081,87,100
EV030,CH007-CH008,,,3/23/2018 16:45,3/23/2018 16:50,253.501,286.08,17.873,63.5,89.5
EV030,CH007-CH008,,,3/23/2018 15:47,3/23/2018 15:55,225.745,305.5,28.078,55,91.5
EV030,CH007-CH008,,,3/23/2018 14:48,3/23/2018 14:53,246.32,326.46,19.728,60,87.5
EV030,CH007-CH008,,,3/23/2018 13:50,3/23/2018 13:52,284.684,347.9,8.967,84,95.5
EV030,CH007-CH008,,,3/23/2018 12:43,3/23/2018 12:51,207.623,240.56,22.817,66.5,100
EV030,CH007-CH008,,,3/23/2018 11:48,3/23/2018 11:50,12.62,90.06,4.385,57,62.5
EV030,CH007-CH008,,,3/23/2018 10:45,3/23/2018 10:55,163.667,169.08,28.113,59,96.5
EV030,CH007-CH008,,,3/23/2018 9:44,3/23/2018 9:50,165.112,214.64,2.15,74.5,100
EV030,CH007-CH008,,,3/23/2018 8:50,3/23/2018 8:55,190.602,192.3,9.692,81.5,93.5
EV030,CH007-CH008,,,3/23/2018 7:45,3/23/2018 7:55,187.603,205.7,31.807,44.5,87
EV030,CH007-CH008,,,3/23/2018 6:42,3/23/2018 6:47,194.84,245.5,12.834,76,92.5
EV030,CH007-CH008,,,3/22/2018 17:36,3/22/2018 17:41,310.281,366.24,18.511,75,100
EV030,CH007-CH008,,,3/22/2018 16:28,3/22/2018 16:35,220.561,354.58,22.213,67,100
EV030,CH007-CH008,,,3/22/2018 14:23,3/22/2018 14:30,220.288,265,7.66,62.5,98.5
EV030,CH007-CH008,,,3/22/2018 13:22,3/22/2018 13:30,246.64,302.58,29.492,55,94
EV030,CH007-CH008,,,3/22/2018 12:25,3/22/2018 12:28,241.937,256.92,9.145,87.5,100
EV030,CH007-CH008,,,3/22/2018 11:25,3/22/2018 11:32,214.818,235.02,22.148,67,99
EV030,CH007-CH008,,,3/22/2018 10:23,3/22/2018 10:31,146.874,196.14,5.247,67,100
EV030,CH007-CH008,,,3/22/2018 8:23,3/22/2018 8:30,208.467,253.84,23.931,60,93
EV030,CH007-CH008,,,3/22/2018 7:26,3/22/2018 7:32,222.478,258.54,22.845,61.5,93.5
EV030,CH007-CH008,,,3/22/2018 6:25,3/22/2018 6:36,165.176,359.3,31.388,54.5,95.5
EV030,CH007-CH008,,,3/16/2018 15:10,3/16/2018 15:17,204.819,296.22,24.063,64,98
EV030,CH007-CH008,,,3/16/2018 14:01,3/16/2018 14:10,223.655,286.42,32.358,47,90
EV030,CH007-CH008,,,3/16/2018 13:15,3/16/2018 13:16,205.875,220.52,4.464,,78
EV030,CH007-CH008,,,3/16/2018 12:09,3/16/2018 12:19,33.64,146.22,29.341,44.5,84
EV030,CH007-CH008,,,3/16/2018 11:15,3/16/2018 11:19,171.513,202.44,11.852,65,81.5
EV030,CH007-CH008,,,3/16/2018 9:10,3/16/2018 9:13,159.024,166.96,6.676,87,95.5
EV030,CH007-CH008,,,3/16/2018 8:09,3/16/2018 8:15,179.286,293.4,4.236,54,90
EV030,CH007-CH008,,,3/16/2018 7:09,3/16/2018 7:15,315.991,377.8,28.646,52,89.5
EV030,CH007-CH008,,,3/16/2018 6:13,3/16/2018 6:20,250.499,381.4,30.131,48,87.5
EV030,CH007-CH008,,,3/15/2018 17:55,3/15/2018 17:55,25.863,28.38,0.074,99.5,100
EV030,CH007-CH008,,,3/15/2018 16:44,3/15/2018 16:52,206.719,363.6,27.916,60.5,100
EV030,CH007-CH008,,,3/15/2018 15:48,3/15/2018 15:50,222.315,257.56,7.535,61.5,74.5
EV030,CH007-CH008,,,3/15/2018 13:50,3/15/2018 13:54,301.048,320.84,18.222,73.5,96.5
EV030,CH007-CH008,,,3/15/2018 12:50,3/15/2018 12:53,293.03,316.3,12.924,79,96
EV030,CH007-CH008,,,3/15/2018 11:46,3/15/2018 11:50,198.896,249.22,13.081,65,85
EV030,CH007-CH008,,,3/15/2018 10:48,3/15/2018 10:55,196.972,270.4,4.32,66.5,99.5
EV030,CH007-CH008,,,3/15/2018 9:47,3/15/2018 9:56,231.377,327.68,26.634,62.5,100
EV030,CH007-CH008,,,3/15/2018 8:55,3/15/2018 8:59,165.034,246.3,10.205,85.5,99.5
EV030,CH007-CH008,,,3/15/2018 7:50,3/15/2018 7:55,132.383,380.16,11.071,79,92.5
EV030,CH007-CH008,,,3/15/2018 6:49,3/15/2018 6:55,235.196,271.06,22.241,56.5,87.5
EV030,CH007-CH008,,,3/15/2018 5:48,3/15/2018 5:55,228.971,296.52,19.483,62.5,90.5
EV030,CH007-CH008,,,3/13/2018 18:32,3/13/2018 18:40,287.221,331.66,27.574,61,100
EV030,CH007-CH008,,,3/13/2018 17:31,3/13/2018 17:35,266.79,303.52,16.518,72,93
EV030,CH007-CH008,,,3/13/2018 16:27,3/13/2018 16:30,267.586,307.26,11.372,59.5,77
EV030,CH007-CH008,,,3/13/2018 15:30,3/13/2018 15:36,263.631,351.86,24.282,58.5,91.5
EV030,CH007-CH008,,,3/13/2018 14:33,3/13/2018 14:40,168.247,326.8,24.101,57,89.5
EV030,CH007-CH008,,,3/13/2018 13:33,3/13/2018 13:36,319.396,355.3,18.81,65,92
EV030,CH007-CH008,,,3/13/2018 12:24,3/13/2018 12:30,172.811,266.7,21.22,63,93.5
EV030,CH007-CH008,,,3/13/2018 11:25,3/13/2018 11:30,210.733,265.64,17.113,74.5,97
EV030,CH007-CH008,,,3/13/2018 10:25,3/13/2018 10:30,209.717,231.56,15.328,78.5,98.5
EV030,CH007-CH008,,,3/13/2018 9:23,3/13/2018 9:25,278.567,361.1,10.212,75,87.5
EV030,CH007-CH008,,,3/13/2018 8:25,3/13/2018 8:31,249.826,311.72,22.133,67.5,100
EV030,CH007-CH008,,,3/13/2018 7:25,3/13/2018 7:30,239.53,355.62,16.436,77.5,100
EV030,CH007-CH008,,,3/13/2018 6:30,3/13/2018 6:40,132.502,255.74,22.784,,100
EV030,CH007-CH008,,,3/12/2018 18:32,3/12/2018 18:37,283.271,371.76,21.235,72,100
EV030,CH007-CH008,,,3/12/2018 17:35,3/12/2018 17:40,263.071,273.96,18.354,75.5,100
EV030,CH007-CH008,,,3/12/2018 16:23,3/12/2018 16:25,189.629,248.9,7.306,76,85.5
EV030,CH007-CH008,,,3/12/2018 15:30,3/12/2018 15:35,270.443,363.7,17.239,75.5,97.5
EV030,CH007-CH008,,,3/12/2018 14:30,3/12/2018 14:35,227.548,322.48,19.128,71,95
EV030,CH007-CH008,,,3/12/2018 13:30,3/12/2018 13:33,254.148,255.14,11.848,83.5,100
EV030,CH007-CH008,,,3/12/2018 12:26,3/12/2018 12:33,304.057,362.8,27.132,61.5,100
EV030,CH007-CH008,,,3/12/2018 11:25,3/12/2018 11:30,215.441,368.26,17.792,76.5,100
EV030,CH007-CH008,,,3/12/2018 10:25,3/12/2018 10:30,269.841,286.32,18.674,74.5,99
EV030,CH007-CH008,,,3/12/2018 9:23,3/12/2018 9:25,180.329,234.12,5.366,78.5,85.5
EV030,CH007-CH008,,,3/12/2018 8:22,3/12/2018 8:25,111.389,209.96,7.876,59.5,72.5
EV030,CH007-CH008,,,3/12/2018 7:25,3/12/2018 7:31,230.124,299.36,21.07,64,94
EV030,CH007-CH008,,,3/12/2018 6:28,3/12/2018 6:30,213.35,264.08,7.242,55,64.5
EV030,CH007-CH008,,,3/10/2018 18:13,3/10/2018 18:18,171.475,233.98,18.283,72,95.5
EV030,CH007-CH008,,,3/10/2018 17:10,3/10/2018 17:13,301.489,305.78,8.826,87.5,100
EV030,CH007-CH008,,,3/10/2018 15:52,3/10/2018 15:57,272.015,338.94,19.488,74,100
EV030,CH007-CH008,,,3/10/2018 14:57,3/10/2018 15:04,232.255,274.98,25.687,63,100
EV030,CH007-CH008,,,3/10/2018 14:02,3/10/2018 14:08,288.386,359.16,21.523,71.5,100
EV030,CH007-CH008,,,3/10/2018 12:57,3/10/2018 13:03,246.739,276.06,19.093,74.5,100
EV030,CH007-CH008,,,3/10/2018 11:59,3/10/2018 12:05,115.199,238.06,21.901,64,95
EV030,CH007-CH008,,,3/10/2018 10:52,3/10/2018 10:55,175.381,234.2,7.514,76,85.5
EV030,CH007-CH008,,,3/10/2018 9:54,3/10/2018 9:55,192.896,312.32,1.624,64,66
EV030,CH007-CH008,,,3/10/2018 8:55,3/10/2018 9:09,194.882,208.38,45.351,,100
EV030,CH007-CH008,,,3/8/2018 19:19,3/8/2018 19:25,167.311,212.82,19.726,73,100
EV030,CH007-CH008,,,3/8/2018 18:15,3/8/2018 18:24,212.443,376.14,31.192,57,100
EV030,CH007-CH008,,,3/8/2018 17:10,3/8/2018 17:17,266.168,267.18,23.283,67.5,100
EV030,CH007-CH008,,,3/8/2018 16:09,3/8/2018 16:17,302.661,336.68,46.13,28,89
EV030,CH007-CH008,,,3/8/2018 14:06,3/8/2018 14:13,257.801,312.86,28.511,59.5,100
EV030,CH007-CH008,,,3/8/2018 13:04,3/8/2018 13:11,79.224,207.38,1.383,64,100
EV030,CH007-CH008,,,3/8/2018 11:01,3/8/2018 11:07,268.138,324.32,22.068,67,100
EV030,CH007-CH008,,,3/8/2018 10:06,3/8/2018 10:17,231.992,267.76,32.106,56.5,100
EV030,CH007-CH008,,,3/8/2018 9:15,3/8/2018 9:21,273.611,321.76,19.684,74,99.5
EV030,CH007-CH008,,,3/8/2018 8:10,3/8/2018 8:15,262.186,275.6,21.521,47,76.5
EV030,CH007-CH008,,,3/8/2018 7:15,3/8/2018 7:20,247.385,254.34,19.637,52.5,79
EV030,CH007-CH008,,,3/8/2018 6:11,3/8/2018 6:21,180.472,260.22,31.232,50,91
EV030,CH007-CH008,,,3/6/2018 18:35,3/6/2018 18:43,269.17,353.84,36.141,51,100
EV030,CH007-CH008,,,3/6/2018 16:27,3/6/2018 16:38,201.636,252.38,34.152,53.5,100
EV030,CH007-CH008,,,3/6/2018 15:25,3/6/2018 15:30,305.828,343.1,20.221,72,98
EV030,CH007-CH008,,,3/6/2018 14:30,3/6/2018 14:31,91.421,100.96,1.192,96,97.5
EV030,CH007-CH008,,,3/6/2018 13:23,3/6/2018 13:29,213.166,246.58,20.17,64,93.5
EV030,CH007-CH008,,,3/6/2018 12:23,3/6/2018 12:31,118.022,209,8.069,59,97
EV030,CH007-CH008,,,3/6/2018 11:22,3/6/2018 11:30,182.95,191.28,9.234,55.5,90
EV030,CH007-CH008,,,3/6/2018 10:23,3/6/2018 10:30,163.644,177.42,19.518,55,81
EV030,CH007-CH008,,,3/6/2018 9:22,3/6/2018 9:30,149.74,197.28,26.43,55.5,90.5
EV030,CH007-CH008,,,3/6/2018 6:24,3/6/2018 6:37,110.423,170.84,26.247,31.5,88
EV030,CH007-CH008,,,3/5/2018 19:24,3/5/2018 19:25,177.77,238.72,6.066,74,82
EV030,CH007-CH008,,,3/5/2018 18:20,3/5/2018 18:24,111.133,169.06,6.425,90,99.5
EV030,CH007-CH008,,,3/5/2018 17:15,3/5/2018 17:18,278.754,341.18,15.71,76.5,96.5
EV030,CH007-CH008,,,3/5/2018 16:10,3/5/2018 16:20,197.847,222.34,31.006,53.5,95
EV030,CH007-CH008,,,3/5/2018 15:16,3/5/2018 15:20,228.209,271.88,15.216,64,86.5
EV030,CH007-CH008,,,3/5/2018 14:10,3/5/2018 14:14,91.76,196.34,6.204,90.5,100
EV030,CH007-CH008,,,3/5/2018 13:10,3/5/2018 13:12,177.42,236.46,6.049,91,99.5
EV030,CH007-CH008,,,3/5/2018 12:05,3/5/2018 12:15,202.131,252.5,28.313,61,98.5
EV030,CH007-CH008,,,3/5/2018 11:04,3/5/2018 11:05,168.95,191.22,2.872,49,53
EV030,CH007-CH008,,,3/5/2018 9:10,3/5/2018 9:15,193.286,202,17.178,49.5,74
EV030,CH007-CH008,,,3/5/2018 7:07,3/5/2018 7:20,137.467,156.88,19.562,35.5,80.5
EV030,CH007-CH008,,,3/5/2018 6:11,3/5/2018 6:24,116.295,168.22,18.906,34.5,85
EV030,CH007-CH008,,,3/2/2018 17:55,3/2/2018 18:05,175.14,184.22,23.147,67.5,99
EV030,CH007-CH008,,,3/2/2018 16:50,3/2/2018 16:57,219.161,263.98,28.167,55.5,93.5
EV030,CH007-CH008,,,3/2/2018 15:53,3/2/2018 16:02,256.461,345.16,33.932,52,97
EV030,CH007-CH008,,,3/2/2018 14:50,3/2/2018 14:56,146.028,185.38,19.895,59.5,88
EV030,CH007-CH008,,,3/2/2018 13:45,3/2/2018 13:52,191.956,260.3,20.109,73.5,100
EV030,CH007-CH008,,,3/2/2018 12:46,3/2/2018 12:50,247.183,284.76,16.235,55.5,77.5
EV030,CH007-CH008,,,3/2/2018 11:45,3/2/2018 11:50,168.195,283.1,14.571,51.5,72
EV030,CH007-CH008,,,3/2/2018 10:50,3/2/2018 10:54,175.795,181.28,11.447,65,81
EV030,CH007-CH008,,,3/2/2018 9:45,3/2/2018 9:56,205.854,293.8,30.131,53.5,93.5
EV030,CH007-CH008,,,3/2/2018 8:47,3/2/2018 8:50,143.912,191.7,8.725,53.5,65
EV030,CH007-CH008,,,3/2/2018 7:47,3/2/2018 8:03,125.011,201.68,27.043,37,95.5
EV030,CH007-CH008,,,3/2/2018 6:55,3/2/2018 7:00,162.971,163.52,14.777,49,68.5
EV030,CH007-CH008,,,3/2/2018 5:56,3/2/2018 6:00,151.641,238.72,9.413,60,75
