Vehicle ID,Charger ID,Date,Number of Charging Sessions,Connection Time,Charging Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV094,CH018-CH024,06/07/18,,,1.783036389,36.0899533,,64.3497,,,20.5
EV094,CH018-CH024,07/09/18,,,1.2141475,33.93912189,,41.2071,,,15
EV094,CH018-CH024,09/20/18,,,2.918224167,35.31634793,,103.06102,,,32.5
EV094,CH018-CH024,09/28/18,,,2.831597222,35.35339321,,100.10657,,,30.5
EV094,CH018-CH024,11/21/18,,,2.463254444,40.58173536,,99.96314,,,31
EV094,CH018-CH024,12/04/18,,,8.872219722,30.92345893,,274.3597222,,,83
EV094,CH018-CH024,12/06/18,,,0.008124444,32.87486324,,0.26709,,,
EV094,CH018-CH024,12/13/18,,,9.769374167,19.78799222,,193.3163,,,54.5
EV094,CH018-CH024,12/17/18,,,1.305534722,2.717951457,,3.54838,,,
EV094,CH018-CH024,12/18/18,,,1.810713889,7.187060352,,13.01371,,,3
EV094,CH018-CH024,12/21/18,,,2.901146111,22.65491205,,65.72521,,,18
EV094,CH018-CH024,01/07/19,,,4.973489167,30.24807835,,150.43849,,,40
EV094,CH018-CH024,01/08/19,,,7.748216667,38.0146068,,294.54541,,,82.5
EV094,CH018-CH024,01/09/19,,,7.352828056,40.60715656,,298.57744,,,88.5
EV094,CH018-CH024,01/10/19,,,8.423209722,29.5806276,,249.16383,,,70.5
EV094,CH018-CH024,01/11/19,,,7.233861389,38.34136364,,277.35611,,,80.5
EV094,CH018-CH024,01/14/19,,,8.377910833,29.55654875,,247.62213,,,68
EV094,CH018-CH024,01/15/19,,,7.362458889,33.64137359,,247.68323,,,70.5
EV094,CH018-CH024,01/22/19,,,9.647385,35.49736902,,342.4567854,,,100
EV094,CH018-CH024,01/25/19,,,5.439151389,10.74091817,,58.42148,,,15
EV094,CH018-CH024,01/31/19,,,4.963085556,27.94820449,,138.70933,,,37.5
EV094,CH018-CH024,02/07/19,,,3.236191667,1.782042164,,5.76703,,,0.5
EV094,CH018-CH024,02/11/19,,,9.772941667,36.12896015,,353.08622,,,98.5
EV094,CH018-CH024,02/12/19,,,11.272595,22.73883609,,256.32569,,,71.5
EV094,CH018-CH024,02/13/19,,,8.681600833,34.3407772,,298.13292,,,84.5
EV094,CH018-CH024,02/14/19,,,10.48149806,33.41525283,,350.2419076,,,98.5
EV094,CH018-CH024,02/15/19,,,9.194966389,35.4087496,,325.5822624,,,92
EV094,CH018-CH024,02/19/19,,,8.190243056,33.78939894,,276.74339,,,78
EV094,CH018-CH024,02/20/19,,,8.789397778,33.25940495,,292.33014,,,82.5
EV094,CH018-CH024,02/21/19,,,8.505722778,34.03208729,,289.4675,,,80.5
EV094,CH018-CH024,02/22/19,,,7.859568611,41.37015224,,325.15155,,,93
EV094,CH018-CH024,02/25/19,,,6.073224722,26.35436812,,160.056,,,44.5
EV094,CH018-CH024,02/27/19,,,9.193043056,39.51988126,,363.30797,,,103
EV094,CH018-CH024,02/28/19,,,8.485708611,36.71978705,,311.5934131,,,86.5
EV094,CH018-CH024,03/01/19,,,10.61526861,20.9816553,,222.7259069,,,63
EV094,CH018-CH024,03/04/19,,,2.348179444,0.684883774,,1.60823,,,
EV094,CH018-CH024,03/05/19,,,4.990341667,22.29257983,,111.24759,,,28.5
EV094,CH018-CH024,03/06/19,,,6.743275278,28.61896957,,192.98559,,,53.5
EV094,CH018-CH024,03/07/19,,,8.901781111,34.40039765,,306.22481,,,86
EV094,CH018-CH024,03/08/19,,,10.77871417,25.75353515,,277.5899942,,,77
EV094,CH018-CH024,03/11/19,,,6.861982778,30.7969339,,211.32803,,,57
EV094,CH018-CH024,03/12/19,,,7.7669275,31.51712952,,244.79126,,,66.5
EV094,CH018-CH024,03/13/19,,,7.685091389,35.03250337,,269.22799,,,74.5
EV094,CH018-CH024,03/14/19,,,4.759012778,41.67999736,,198.35564,,,58
EV094,CH018-CH024,03/22/19,,,1.738981944,26.48490983,,46.05678,,,13
EV094,CH018-CH024,03/25/19,,,2.825294167,6.70185081,,18.9347,,,4.5
EV094,CH018-CH024,03/26/19,,,7.378846667,35.09638453,,258.97084,,,72.5
EV094,CH018-CH024,03/27/19,,,7.334951111,31.60224335,,231.80091,,,63
EV094,CH018-CH024,03/28/19,,,7.301597222,21.48073158,,156.84365,,,43
EV094,CH018-CH024,03/29/19,,,8.731699722,28.02547932,,244.71007,,,67
EV094,CH018-CH024,04/01/19,,,8.0602925,40.43236039,,325.8966512,,,95
EV094,CH018-CH024,04/02/19,,,9.815229444,33.36906698,,327.5250488,,,91.5
EV094,CH018-CH024,04/03/19,,,7.559768889,40.11743804,,303.27856,,,86.5
EV094,CH018-CH024,04/04/19,,,8.473570556,34.82526853,,295.09437,,,83
EV094,CH018-CH024,04/05/19,,,7.051668889,39.9757624,,281.89584,,,81
EV094,CH018-CH024,04/08/19,,,7.372298056,26.71553002,,196.95485,,,53.5
EV094,CH018-CH024,04/09/19,,,7.729060278,35.52552058,,274.57889,,,77.5
EV094,CH018-CH024,04/10/19,,,7.167232222,38.62698618,,276.84858,,,79
EV094,CH018-CH024,04/11/19,,,9.159128056,39.86317599,,365.1119336,,,106.5
EV094,CH018-CH024,04/12/19,,,10.46989194,32.53428863,,340.6304864,,,94
EV094,CH018-CH024,04/15/19,,,7.216396667,31.64528511,,228.36493,,,62
EV094,CH018-CH024,04/16/19,,,7.515552222,32.62890241,,245.22422,,,69.5
EV094,CH018-CH024,04/17/19,,,6.294716111,34.4082432,,216.5901228,,,62.5
EV094,CH018-CH024,04/18/19,,,12.04666583,30.79204587,,370.9414869,,,105
