Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV062,CH009-CH012,,,01/28/2021 11:23:54,01/29/2021 09:39:31,2.51332463492736,25.6560009765625,55.9475,81.6,96.8,15.2
EV062,CH009-CH012,,,02/01/2021 08:19:27,02/01/2021 08:35:47,1.51579739085592,15.7730114746094,0.412897735595703,73.6,76,2.39999999999999
EV062,CH009-CH012,,,02/01/2021 08:51:57,02/01/2021 08:56:16,1.57861492282487,16.0084313964844,0.113965911865234,76,76.4,0.400000000000006
EV062,CH009-CH012,,,02/01/2021 09:05:13,02/01/2021 09:07:34,1.59682643583048,16.233818359375,0.0626931800842285,76.4,77.2,0.799999999999997
EV062,CH009-CH012,,,02/02/2021 05:16:34,02/02/2021 09:51:16,2.31638006056,25.64,10.6057841796875,77.6,97.2,19.6
EV062,CH009-CH012,,,02/02/2021 11:40:04,02/02/2021 15:03:57,2.38862008870871,25.6480004882813,8.116818359375,83.2,97.2,14
EV062,CH009-CH012,,,03/15/2021 11:29:45,03/16/2021 05:58:02,2.14170258256447,25.6480004882813,39.56044140625,42.4,96.8,54.4
EV062,CH009-CH012,,,03/22/2021 09:13:30,03/22/2021 10:10:01,0.0563363619848828,2.11876129150391,0.0530681800842285,39.2,47.6,8.4
EV062,CH009-CH012,,,03/23/2021 09:33:46,03/23/2021 10:28:15,0.000938545119919448,0.235272731781006,0.000852272748947144,35.2,43.6,8.4
EV062,CH009-CH012,,,04/05/2021 12:48:50,04/06/2021 05:27:37,2.55456249052867,25.6480004882813,42.524921875,94.4,97.2,2.8
EV062,CH009-CH012,,,04/06/2021 08:36:28,04/06/2021 10:22:32,1.485473311786,18.3512731933594,2.62618188476563,66.8,81.6,14.8
EV062,CH009-CH012,,,04/08/2021 08:23:39,04/08/2021 10:29:33,0.922169109800133,13.6542504882812,1.935125,53.2,71.6,18.4
EV062,CH009-CH012,,,04/08/2021 12:10:54,04/09/2021 04:56:25,2.10112554225933,26.1550463867188,35.21203515625,43.6,97.2,53.6
EV062,CH009-CH012,,,04/09/2021 08:31:14,04/09/2021 10:24:07,1.14341540199403,15.2974548339844,2.15144311523437,58.8,75.2,16.4
EV062,CH009-CH012,,,04/12/2021 08:17:55,04/12/2021 10:06:00,0.756823111458087,11.2965795898438,1.36336364746094,50.8,66.8,16
EV062,CH009-CH012,,,04/12/2021 12:21:50,04/13/2021 04:38:48,1.81441049696837,26.8639990234375,29.5441015625,27.6,97.2,69.6
EV062,CH009-CH012,,,04/13/2021 08:22:16,04/13/2021 10:10:38,1.16169788104288,15.2880004882813,2.09825,59.6,75.2,15.6
EV062,CH009-CH012,,,04/15/2021 14:19:34,04/16/2021 04:45:19,2.06678897262958,25.9053759765625,29.822306640625,46,97.2,51.2
EV062,CH009-CH012,,,04/16/2021 08:19:40,04/16/2021 08:49:54,1.30730538935067,14.1207275390625,0.658840881347656,68,72.8,4.8
