Vehicle ID,Charger ID,Date,Number of Charging Sessions,Connection Time,Charging Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV095,CH018-CH024,06/22/18,,,0.731125833,38.82598413,,28.38668,,,9
EV095,CH018-CH024,06/23/18,,,0.000382222,0.39244186,,0.00015,,,
EV095,CH018-CH024,07/09/18,,,0.813901389,33.41237694,,27.19438,,,9
EV095,CH018-CH024,07/10/18,,,0.797047778,38.08914703,,30.35887,,,11.5
EV095,CH018-CH024,09/27/18,,,0.002803056,0.7955604,,0.00223,,,
EV095,CH018-CH024,10/02/18,,,8.702220556,35.77888954,,311.355788,,,89
EV095,CH018-CH024,10/03/18,,,6.856015556,0.439337101,,3.012102,,,
EV095,CH018-CH024,10/11/18,,,0.000996389,1.304711458,,0.0013,,,
EV095,CH018-CH024,10/12/18,,,0.000961111,8.63583815,,0.0083,,,
EV095,CH018-CH024,10/16/18,,,0.003714444,2.71103799,,0.01007,,,
EV095,CH018-CH024,10/17/18,,,7.75E-05,0.387096775,,3.00E-05,,,
EV095,CH018-CH024,10/22/18,,,7.181800278,27.39252588,,196.72765,,,56
EV095,CH018-CH024,10/25/18,,,8.925673695,1.969785206,,17.58166,,,3.5
EV095,CH018-CH024,10/26/18,,,1.779002971,0.090916093,,0.16174,,,
EV095,CH018-CH024,10/29/18,,,4.38528402,2.45459358,,10.76409,,,1.5
EV095,CH018-CH024,11/14/18,,,3.449451111,14.44853352,,49.83951,,,12.5
EV095,CH018-CH024,11/15/18,,,0.011385278,3.52560568,,0.04014,,,
EV095,CH018-CH024,11/16/18,,,0.001015833,0.826907301,,0.00084,,,
EV095,CH018-CH024,11/17/18,,,0.000627778,0.907964602,,0.00057,,,
EV095,CH018-CH024,11/18/18,,,10.80201615,4.458191815,,48.15746,,,12.5
EV095,CH018-CH024,11/19/18,,,5.55779968,3.567832801,,19.8293,,,4
EV095,CH018-CH024,11/20/18,,,10.50611639,15.51473361,,162.999597,,,48
EV095,CH018-CH024,11/21/18,,,12.31487194,15.37063429,,189.287393,,,53.5
EV095,CH018-CH024,11/23/18,,,0.000188333,0.371681416,,7.00E-05,,,
EV095,CH018-CH024,12/06/18,,,3.489613889,5.710691966,,19.92811,,,4.5
EV095,CH018-CH024,12/10/18,,,6.705419722,1.856532554,,12.44883,,,2.5
EV095,CH018-CH024,12/11/18,,,2.379696111,0.082460109,,0.19623,,,
EV095,CH018-CH024,12/12/18,,,0.001193889,7.044206608,,0.00841,,,
EV095,CH018-CH024,12/14/18,,,4.557622222,11.64051065,,53.05305,,,14
EV095,CH018-CH024,12/17/18,,,7.124673889,0.429006302,,3.05653,,,
EV095,CH018-CH024,12/18/18,,,4.712554722,26.78890696,,126.24419,,,35
EV095,CH018-CH024,12/19/18,,,3.741978889,28.66665558,,107.27002,,,29
EV095,CH018-CH024,12/20/18,,,8.056958333,28.38243175,,228.67607,,,65
EV095,CH018-CH024,12/21/18,,,5.722860278,29.38577072,,168.17066,,,49
EV095,CH018-CH024,12/27/18,,,5.596400278,0.838732,,4.69388,,,
EV095,CH018-CH024,01/04/19,,,0.000485833,1.358490566,,0.00066,,,
EV095,CH018-CH024,01/08/19,,,1.324566667,13.83054584,,18.31948,,,5
EV095,CH018-CH024,01/09/19,,,8.088229444,32.32135065,,261.4225,,,73.5
EV095,CH018-CH024,01/10/19,,,6.043387222,29.65349454,,179.20755,,,50
EV095,CH018-CH024,01/11/19,,,7.1804375,31.96358021,,229.51249,,,64
EV095,CH018-CH024,01/14/19,,,8.614679444,35.86770373,,308.98877,,,90
EV095,CH018-CH024,01/15/19,,,9.118800833,32.99844902,,300.9062844,,,88
EV095,CH018-CH024,01/16/19,,,1.242498056,8.04375955,,9.9943556,,,1.5
EV095,CH018-CH024,01/17/19,,,0.000211111,2.036842106,,0.00043,,,
EV095,CH018-CH024,01/18/19,,,6.708667222,0.981348423,,6.58354,,,1
EV095,CH018-CH024,01/21/19,,,7.465069167,14.58686819,,108.89198,,,29
EV095,CH018-CH024,01/22/19,,,8.093339722,39.1583513,,316.92184,,,88.5
EV095,CH018-CH024,01/25/19,,,7.180973889,0.606824376,,4.35759,,,
EV095,CH018-CH024,02/01/19,,,9.548743611,14.95766415,,142.8269,,,38.5
EV095,CH018-CH024,02/04/19,,,6.806969722,35.93666785,,244.61981,,,69.5
