Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV029,CH007-CH008,,,8/13/2018 19:20,8/13/2018 19:30,262.59,287.66,32.498,56,100
EV029,CH007-CH008,,,8/13/2018 18:13,8/13/2018 18:23,295.549,365.96,35.291,51.5,99
EV029,CH007-CH008,,,8/13/2018 17:08,8/13/2018 17:18,222.79,312.9,37.468,47,97.5
EV029,CH007-CH008,,,8/13/2018 16:16,8/13/2018 16:23,240.568,282.66,29.509,50,89.5
EV029,CH007-CH008,,,8/13/2018 15:18,8/13/2018 15:24,218.984,270.9,31.602,50.5,92.5
EV029,CH007-CH008,,,8/13/2018 14:09,8/13/2018 14:18,271.151,359.36,37.186,48.5,99
EV029,CH007-CH008,,,8/13/2018 13:07,8/13/2018 13:14,253.231,339.84,37.012,45,94.5
EV029,CH007-CH008,,,8/13/2018 12:09,8/13/2018 12:15,306.282,350,33.55,44,88.5
EV029,CH007-CH008,,,8/13/2018 11:14,8/13/2018 11:17,274.086,337.82,13.236,55,73
EV029,CH007-CH008,,,8/13/2018 10:13,8/13/2018 10:19,223.687,293.48,19.626,73.5,100
EV029,CH007-CH008,,,8/13/2018 9:10,8/13/2018 9:20,216.956,344.42,31.354,57,100
EV029,CH007-CH008,,,8/13/2018 8:13,8/13/2018 8:18,231.117,376.52,21.239,71.5,100
EV029,CH007-CH008,,,8/13/2018 7:13,8/13/2018 7:20,232.582,341.16,24.392,65,100
EV029,CH007-CH008,,,8/13/2018 6:14,8/13/2018 6:21,223.32,338.36,22.355,68,100
EV029,CH007-CH008,,,8/12/2018 18:43,8/12/2018 18:54,214.834,265.02,34.16,53,99.5
EV029,CH007-CH008,,,8/12/2018 17:47,8/12/2018 17:52,328.002,366.16,26.496,55,89.5
EV029,CH007-CH008,,,8/12/2018 16:42,8/12/2018 16:52,244.408,295.42,35.115,52,99.5
EV029,CH007-CH008,,,8/12/2018 15:41,8/12/2018 15:51,321.927,363.38,53.321,23.5,95
EV029,CH007-CH008,,,8/12/2018 13:37,8/12/2018 13:47,244.136,337.24,33.749,54.5,100
EV029,CH007-CH008,,,8/12/2018 12:31,8/12/2018 12:43,200.687,275.04,41.747,43,99.5
EV029,CH007-CH008,,,8/12/2018 11:37,8/12/2018 11:40,207.192,284.28,10.921,56,72
EV029,CH007-CH008,,,8/12/2018 10:31,8/12/2018 10:39,216.032,367.58,25.556,63.5,100
EV029,CH007-CH008,,,8/12/2018 9:31,8/12/2018 9:37,277.967,330,23.076,66.5,100
EV029,CH007-CH008,,,8/12/2018 8:25,8/12/2018 8:37,173.553,278.32,34.551,54,100
EV029,CH007-CH008,,,8/10/2018 19:19,8/10/2018 19:27,244.505,340.5,30.319,57,100
