Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge End Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC,SOC Charged
EV057,CH009-CH012,,,04/13/2021 04:49:35,04/13/2021 08:58:06,,8.58100032806396,,,,
EV057,CH009-CH012,,,04/13/2021 10:18:11,04/13/2021 11:56:05,,3.54500007629395,,,,
EV057,CH009-CH012,,,04/15/2021 04:56:35,04/15/2021 06:28:09,,4.59800004959106,,,,
EV057,CH009-CH012,,,04/15/2021 08:27:38,04/15/2021 10:11:32,11.9640324410259,14.3360004425049,20.7199993133545,68.8,95.2,26.4
EV057,CH009-CH012,,,04/15/2021 12:15:47,04/16/2021 06:13:08,2.33127502015649,65.4940032958984,41.8600006103516,74,99.2,25.2
EV057,CH009-CH012,,,04/16/2021 08:28:16,04/16/2021 10:16:53,13.4215065461175,14.5030002593994,24.2999992370605,60,80.8,20.8
EV057,CH009-CH012,,,04/19/2021 08:22:33,04/19/2021 09:58:39,12.9717879006538,14.2270002365112,20.7800006866455,42,60.8,18.8
EV057,CH009-CH012,,,04/19/2021 11:57:04,04/20/2021 06:16:12,5.27269206733162,65.4189987182617,96.5899963378906,36,100,64
EV057,CH009-CH012,,,04/20/2021 08:33:59,04/20/2021 10:08:35,12.1583846246312,65.4919967651367,19.1700000762939,72.8,100,27.2
EV057,CH009-CH012,,,04/20/2021 13:33:25,04/21/2021 06:08:11,4.24133409052177,65.0059967041016,70.3199996948242,56.8,100,43.2
EV057,CH009-CH012,,,04/21/2021 12:26:55,04/22/2021 06:14:38,,65.5039978027344,,,,
EV057,CH009-CH012,,,04/22/2021 08:32:28,04/22/2021 10:04:07,12.6475725453389,14.4280004501343,19.3199996948242,71.2,92.8,21.6
EV057,CH009-CH012,,,04/22/2021 12:29:29,04/23/2021 06:04:15,3.01543416672911,65.4240036010742,53.0099983215332,68,100,32
EV057,CH009-CH012,,,04/23/2021 08:47:05,04/23/2021 10:09:12,9.89127990302913,14.4069995880127,13.539999961853,63.2,76,12.8
EV057,CH009-CH012,,,04/26/2021 05:07:13,04/26/2021 06:04:04,,0,,51.2,100,48.8
EV057,CH009-CH012,,,04/26/2021 08:21:36,04/26/2021 10:04:39,13.2740352960974,14.3240003585815,22.7999992370605,60,79.2,19.2
EV057,CH009-CH012,,,04/26/2021 12:02:12,04/27/2021 06:01:06,3.42677469708973,65.390998840332,61.6199989318848,60,100,40
EV057,CH009-CH012,,,04/27/2021 08:22:21,04/27/2021 10:03:14,13.2310899888738,14.4209995269775,22.25,63.2,82,18.8
EV057,CH009-CH012,,,04/27/2021 11:35:04,04/28/2021 07:49:01,2.8607395851581,65.5080032348633,57.8800010681152,64,100,36
EV057,CH009-CH012,,,04/28/2021 10:13:02,04/29/2021 06:09:54,,6.64400005340576,,64,100,36
EV057,CH009-CH012,,,04/29/2021 08:31:58,04/29/2021 10:04:03,12.4562745584754,14.2679996490479,19.1200008392334,68,86,18
