fecha_hora;lat;lon;altitud;SOC;odometro;vel;AC;calefaccion;cargando;km_restantes;carga_bat_aux
2022-11-18 00:25:27;-36,75927;-73,0051;78,7;100;2624,8;0;0;0;0;200;
2022-11-18 00:54:57;-36,75927;-73,0051;79,8;100;2624,8;0;0;0;0;200;
2022-11-18 01:24:57;-36,75927;-73,0051;80,9;100;2624,8;0;0;0;0;200;
2022-11-18 01:55:05;-36,75927;-73,0051;82;100;2624,8;0;0;0;0;200;
2022-11-18 02:25:18;-36,75927;-73,0051;83,2;100;2624,8;0;0;0;0;200;
2022-11-18 02:55:44;-36,75927;-73,0051;84,3;100;2624,8;0;0;0;0;200;
2022-11-18 03:25:26;-36,75927;-73,0051;85,4;100;2624,8;0;0;0;0;200;
2022-11-18 03:54:56;-36,75927;-73,0051;86,5;100;2624,8;0;0;0;0;200;
2022-11-18 04:25:16;-36,75927;-73,0051;87,6;100;2624,8;0;0;0;0;200;
2022-11-18 04:55:16;-36,75927;-73,0051;88,7;100;2624,8;0;0;0;0;200;
2022-11-18 05:24:59;-36,75927;-73,0051;89,8;100;2624,8;0;0;0;0;200;
2022-11-18 05:55:06;-36,75927;-73,0051;90,9;100;2624,8;0;0;0;0;200;
2022-11-18 06:25:14;-36,75927;-73,0051;92;100;2624,8;0;0;0;0;200;
2022-11-18 06:54:48;-36,75927;-73,0051;93,1;100;2624,8;0;0;0;0;200;
2022-11-18 07:26:40;-36,75927;-73,0051;94,3;100;2624,8;0;0;0;0;200;
2022-11-18 07:45:28;-36,75927;-73,0051;95;100;2624,8;0;0;0;0;200;
2022-11-18 07:45:29;-36,75896;-73,0051;95;100;2624,8;0;0;0;0;200;
2022-11-18 07:45:30;-36,75899;-73,00508;95;100;2624,8;1;0;0;0;200;
2022-11-18 07:45:31;-36,75899;-73,00508;95;100;2624,8;0;0;0;0;200;
2022-11-18 07:45:38;-36,75899;-73,00508;91,6;99,97;2624,8;2;0;0;0;199,94;
2022-11-18 07:45:41;-36,75899;-73,0051;89,9;99,96;2624,9;1;0;0;0;199,92;
2022-11-18 07:45:42;-36,75901;-73,0051;89,3;99,95;2624,9;0;0;0;0;199,9;
2022-11-18 07:45:43;-36,75901;-73,00513;88,7;99,95;2624,9;1;0;0;0;199,9;
2022-11-18 07:46:39;-36,75886;-73,00488;63,8;99,64;2625,1;1;0;0;0;199,28;
2022-11-18 07:46:44;-36,75889;-73,00485;62,5;99,61;2625,1;0;0;0;0;199,22;
2022-11-18 07:46:48;-36,75889;-73,00485;61,5;99,59;2625,1;2;0;0;0;199,18;
2022-11-18 07:47:09;-36,75894;-73,00472;56,3;99,48;2625,2;0;0;0;0;198,96;
2022-11-18 07:47:10;-36,75894;-73,00472;56;99,47;2625,2;2;0;0;0;198,94;
2022-11-18 07:47:14;-36,75894;-73,0047;55;99,45;2625,2;0;0;0;0;198,9;
2022-11-18 07:47:19;-36,75894;-73,00467;54,3;99,42;2625,3;3;0;0;0;198,84;
2022-11-18 07:47:20;-36,75896;-73,00467;54,1;99,42;2625,3;3;0;0;0;198,84;
2022-11-18 07:47:27;-36,75899;-73,00455;53,1;99,38;2625,3;6;0;0;0;198,76;
2022-11-18 07:47:38;-36,75883;-73,00442;51,6;99,32;2625,3;7;0;0;0;198,64;
