fecha_hora;lat;lon;altitud;SOC;odometro;vel;AC;calefaccion;cargando;km_restantes;carga_bat_aux
2022-11-05 00:21:45;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 00:51:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 01:21:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 01:51:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 02:21:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 02:51:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 03:21:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 03:51:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 04:21:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 04:51:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 05:21:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 05:51:45;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 06:21:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 06:51:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 07:21:44;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 07:42:01;-36,75937;-73,00513;36;100;1464,6;0;0;0;0;200;
2022-11-05 07:42:19;-36,75927;-73,00483;37,4;99,95;1464,7;1;0;0;0;199,9;
2022-11-05 07:42:20;-36,75927;-73,00485;37,3;99,95;1464,7;0;0;0;0;199,9;
2022-11-05 07:42:25;-36,7593;-73,00488;37,2;99,93;1464,7;1;0;0;0;199,86;
2022-11-05 07:42:46;-36,75919;-73,00495;36,7;99,85;1464,8;2;0;0;0;199,7;
2022-11-05 07:43:25;-36,75904;-73,00485;36,9;99,7;1464,9;0;0;0;0;199,4;
2022-11-05 07:43:26;-36,75904;-73,00485;36,9;99,69;1464,9;1;0;0;0;199,38;
2022-11-05 07:43:41;-36,75899;-73,00483;36,9;99,63;1464,9;2;0;0;0;199,26;
2022-11-05 07:43:59;-36,75901;-73,00472;37,4;99,56;1465;0;0;0;0;199,12;
2022-11-05 07:44:00;-36,75901;-73,00472;37,4;99,56;1465;1;0;0;0;199,12;
2022-11-05 07:44:01;-36,75901;-73,00472;37,4;99,56;1465;0;0;0;0;199,12;
2022-11-05 07:44:04;-36,75901;-73,00472;37,4;99,54;1465;2;0;0;0;199,08;
2022-11-05 07:44:11;-36,75906;-73,00467;37,7;99,52;1465;0;0;0;0;199,04;
2022-11-05 07:44:12;-36,75909;-73,00467;37,7;99,51;1465,1;5;0;0;0;199,02;
2022-11-05 07:44:24;-36,75904;-73,00452;38,2;99,47;1465,1;0;0;0;0;198,94;
2022-11-05 07:44:25;-36,75904;-73,00452;38,2;99,46;1465,1;0;0;0;0;198,92;
2022-11-05 07:44:57;-36,75904;-73,00447;38,4;99,34;1465,2;1;0;0;0;198,68;
2022-11-05 07:45:08;-36,75891;-73,00436;38,5;99,3;1465,2;0;0;0;0;198,6;
2022-11-05 07:45:10;-36,75891;-73,00436;38,5;99,29;1465,3;2;0;0;0;198,58;
2022-11-05 07:45:13;-36,75889;-73,00436;38,5;99,28;1465,3;7;0;0;0;198,56;
2022-11-05 07:45:21;-36,75873;-73,00459;37,5;99,25;1465,3;16;0;0;0;198,5;
2022-11-05 07:45:26;-36,75861;-73,00478;36,7;99,23;1465,3;13;0;0;0;198,46;
2022-11-05 07:45:31;-36,7584;-73,00472;37;99,21;1465,3;24;0;0;0;198,42;
2022-11-05 07:45:42;-36,75761;-73,00378;39,7;99,17;1465,4;50;0;0;0;198,34;
2022-11-05 07:45:47;-36,75725;-73,00334;41,5;99,15;1465,4;29;0;0;0;198,3;
2022-11-05 07:45:51;-36,75717;-73,00321;42,2;99,13;1465,4;0;0;0;0;198,26;
2022-11-05 07:46:04;-36,75717;-73,00321;42,2;99,08;1465,4;0;0;0;0;198,16;
2022-11-05 07:46:10;-36,75717;-73,00321;42,2;99,06;1465,5;2;0;0;0;198,12;
2022-11-05 07:46:21;-36,75679;-73,0027;43,4;99,02;1465,5;39;0;0;0;198,04;
2022-11-05 07:46:31;-36,75594;-73,0017;43,2;98,96;1465,5;52;0;0;0;197,92;
2022-11-05 07:46:42;-36,75456;-73,00104;44,2;98,89;1465,6;55;0;0;0;197,78;
2022-11-05 07:46:45;-36,7542;-73,00085;44,6;98,88;1465,6;52;0;0;0;197,76;
2022-11-05 07:46:49;-36,75379;-73,00068;45,6;98,85;1465,6;33;0;0;0;197,7;
2022-11-05 07:46:54;-36,75364;-73,00027;46,5;98,82;1465,6;28;0;0;0;197,64;
2022-11-05 07:46:57;-36,75374;-73,00004;47,4;98,8;1465,6;29;0;0;0;197,6;
2022-11-05 07:47:04;-36,75428;-72,99968;51,3;98,76;1465,6;33;0;0;0;197,52;
2022-11-05 07:47:09;-36,75464;-72,9997;52,1;98,73;1465,7;28;0;0;0;197,46;
2022-11-05 07:47:13;-36,75474;-72,99991;53,7;98,7;1465,7;14;0;0;0;197,4;
2022-11-05 07:47:15;-36,75474;-73,00002;52,8;98,69;1465,7;20;0;0;0;197,38;
2022-11-05 07:47:23;-36,75454;-73,00089;44,7;98,64;1465,7;46;0;0;0;197,28;
2022-11-05 07:47:27;-36,75438;-73,00142;46;98,61;1465,8;46;0;0;0;197,22;
2022-11-05 07:47:32;-36,75412;-73,00188;50,2;98,58;1465,9;33;0;0;0;197,16;
2022-11-05 07:47:36;-36,75377;-73,00193;47,4;98,56;1465,9;39;0;0;0;197,12;
2022-11-05 07:47:39;-36,75356;-73,0017;46,8;98,54;1466;39;0;0;0;197,08;
2022-11-05 07:47:42;-36,75354;-73,00137;46,1;98,52;1466;39;0;0;0;197,04;
2022-11-05 07:47:46;-36,75379;-73,00106;44,7;98,49;1466,1;37;0;0;0;196,98;
2022-11-05 07:47:54;-36,75464;-73,00127;43,4;98,44;1466,2;50;0;0;0;196,88;
2022-11-05 07:48:04;-36,75594;-73,00191;42,9;98,38;1466,4;57;0;0;0;196,76;
2022-11-05 07:48:27;-36,75843;-73,005;36;98,24;1466,7;65;0;0;0;196,48;
2022-11-05 07:48:53;-36,76199;-73,00793;27,4;98,08;1467,1;63;0;0;0;196,16;
2022-11-05 07:49:08;-36,76439;-73,00992;17,8;97,96;1467,4;88;0;0;0;195,92;
2022-11-05 07:49:20;-36,76659;-73,01171;21,5;97,78;1467,7;87;0;0;0;195,56;
2022-11-05 07:49:33;-36,76923;-73,0133;12,8;97,58;1468;96;0;0;0;195,16;
2022-11-05 07:49:56;-36,77404;-73,01588;8,4;97,24;1468,6;90;0;0;0;194,48;
2022-11-05 07:50:22;-36,77893;-73,01908;8;96,88;1469,2;79;0;0;0;193,76;
2022-11-05 07:50:36;-36,78113;-73,02049;7,2;96,72;1469,4;65;0;0;0;193,44;
2022-11-05 07:50:48;-36,7828;-73,02131;7;96,58;1469,7;57;0;0;0;193,16;
2022-11-05 07:51:12;-36,78684;-73,02308;7,2;96,3;1470,1;83;0;0;0;192,6;
2022-11-05 07:51:38;-36,79211;-73,02528;6,2;95,99;1470,7;87;0;0;0;191,98;
2022-11-05 07:51:53;-36,79527;-73,02567;7,2;95,84;1471,1;81;0;0;0;191,68;
2022-11-05 07:52:01;-36,79688;-73,02576;7,5;95,75;1471,2;77;0;0;0;191,5;
2022-11-05 07:52:03;-36,79721;-73,02576;7,7;95,73;1471,2;63;0;0;0;191,46;
2022-11-05 07:52:07;-36,79757;-73,02576;7,9;95,69;1471,3;13;0;0;0;191,38;
2022-11-05 07:52:09;-36,79759;-73,02576;7,9;95,67;1471,3;0;0;0;0;191,34;
2022-11-05 07:52:31;-36,79762;-73,02576;8,1;95,44;1471,5;6;0;0;0;190,88;
2022-11-05 07:52:35;-36,79785;-73,02576;8,3;95,4;1471,6;37;0;0;0;190,8;
2022-11-05 07:52:44;-36,79905;-73,0258;8,6;95,31;1471,7;65;0;0;0;190,62;
2022-11-05 07:52:53;-36,80061;-73,0258;9;95,22;1471,8;76;0;0;0;190,44;
2022-11-05 07:53:00;-36,8019;-73,02574;11,8;95,15;1471,9;72;0;0;0;190,3;
2022-11-05 07:53:05;-36,80272;-73,02554;12,3;95,09;1471,9;59;0;0;0;190,18;
2022-11-05 07:53:09;-36,80317;-73,02536;10,8;95,05;1472;39;0;0;0;190,1;
2022-11-05 07:53:15;-36,80389;-73,02508;8,9;94,99;1472,1;63;0;0;0;189,98;
2022-11-05 07:53:27;-36,80597;-73,02425;9,4;94,82;1472,3;77;0;0;0;189,64;
2022-11-05 07:53:33;-36,80709;-73,02425;9,5;94,73;1472,4;74;0;0;0;189,46;
2022-11-05 07:53:39;-36,80806;-73,02487;9,9;94,64;1472,5;72;0;0;0;189,28;
2022-11-05 07:53:53;-36,80986;-73,02671;10;94,44;1472,7;59;0;0;0;188,88;
2022-11-05 07:53:58;-36,81016;-73,02743;9,1;94,37;1472,8;52;0;0;0;188,74;
2022-11-05 07:54:03;-36,81004;-73,0282;8,4;94,3;1472,9;57;0;0;0;188,6;
2022-11-05 07:54:18;-36,80868;-73,03088;10,5;94,09;1473,2;79;0;0;0;188,18;
2022-11-05 07:54:45;-36,80586;-73,03696;23,2;93,63;1473,8;85;0;0;0;187,26;
2022-11-05 07:54:52;-36,80494;-73,03847;20,5;93,5;1474;88;0;0;0;187;
2022-11-05 07:55:08;-36,80215;-73,04172;13,5;93,22;1474,4;96;0;0;0;186,44;
2022-11-05 07:55:21;-36,79977;-73,04391;23,4;92,99;1474,7;85;0;0;0;185,98;
2022-11-05 07:55:27;-36,79908;-73,04517;28,6;92,9;1474,9;81;0;0;0;185,8;
2022-11-05 07:55:30;-36,79892;-73,04591;29,6;92,85;1474,9;83;0;0;0;185,7;
2022-11-05 07:55:34;-36,7989;-73,04697;29,4;92,8;1475;87;0;0;0;185,6;
2022-11-05 07:55:47;-36,79905;-73,05067;19,9;92,6;1475,4;96;0;0;0;185,2;
2022-11-05 07:55:56;-36,79916;-73,05331;21,2;92,47;1475,6;92;0;0;0;184,94;
2022-11-05 07:56:02;-36,79936;-73,055;22;92,38;1475,7;88;0;0;0;184,76;
2022-11-05 07:56:07;-36,79946;-73,05634;22;92,31;1475,8;83;0;0;0;184,62;
2022-11-05 07:56:12;-36,79928;-73,05759;21,1;92,24;1476;83;0;0;0;184,48;
2022-11-05 07:56:19;-36,79869;-73,0591;24,3;92,13;1476,1;68;0;0;0;184,26;
2022-11-05 07:56:25;-36,79823;-73,06025;27,8;92,05;1476,3;72;0;0;0;184,1;
2022-11-05 07:56:39;-36,7968;-73,06337;25,9;91,83;1476,6;90;0;0;0;183,66;
2022-11-05 07:56:54;-36,79514;-73,06703;14,7;91,6;1477;94;0;0;0;183,2;
2022-11-05 07:57:00;-36,79416;-73,06837;11;91,5;1477,1;96;0;0;0;183;
2022-11-05 07:57:05;-36,79316;-73,06918;10,5;91,42;1477,2;96;0;0;0;182,84;
2022-11-05 07:57:28;-36,78817;-73,0722;6,9;91,06;1477,8;96;0;0;0;182,12;
2022-11-05 07:57:41;-36,78541;-73,07402;5,3;90,89;1478,2;98;0;0;0;181,78;
2022-11-05 07:57:43;-36,785;-73,07428;6,7;90,87;1478,2;88;0;0;0;181,74;
2022-11-05 07:57:44;-36,78479;-73,07441;4,9;90,86;1478,2;96;0;0;0;181,72;
2022-11-05 07:58:06;-36,78016;-73,07717;4,8;90,6;1478,8;87;0;0;0;181,2;
2022-11-05 07:58:29;-36,7756;-73,07989;4,4;90,32;1479,3;88;0;0;0;180,64;
2022-11-05 07:58:38;-36,77458;-73,0805;4,3;90,22;1479,4;20;0;0;0;180,44;
2022-11-05 07:58:44;-36,77445;-73,0806;4,3;90,14;1479,5;2;0;0;0;180,28;
2022-11-05 07:58:48;-36,77443;-73,0806;4,3;90,1;1479,5;2;0;0;0;180,2;
2022-11-05 07:58:49;-36,77443;-73,0806;4,3;90,08;1479,5;4;0;0;0;180,16;
2022-11-05 07:58:53;-36,7742;-73,08076;4,5;90,04;1479,6;41;0;0;0;180,08;
2022-11-05 07:58:58;-36,77361;-73,08109;4,8;90;1479,7;59;0;0;0;180;
2022-11-05 07:59:10;-36,77179;-73,08219;6,5;89,97;1479,8;74;0;0;0;179,94;
2022-11-05 07:59:17;-36,77069;-73,08286;6;89,95;1479,9;65;0;0;0;179,9;
2022-11-05 07:59:29;-36,76938;-73,08363;5,3;89,93;1480,1;31;0;0;0;179,86;
2022-11-05 07:59:36;-36,76895;-73,0839;4,8;89,91;1480,2;24;0;0;0;179,82;
2022-11-05 07:59:46;-36,76797;-73,08447;4;89,89;1480,3;55;0;0;0;179,78;
2022-11-05 08:00:06;-36,76521;-73,08613;6,1;89,85;1480,5;65;0;0;0;179,7;
2022-11-05 08:00:09;-36,76477;-73,08636;6,4;89,84;1480,6;61;0;0;0;179,68;
2022-11-05 08:00:14;-36,76424;-73,08667;7,1;89,83;1480,6;35;0;0;0;179,66;
2022-11-05 08:00:23;-36,76383;-73,0869;6,5;89,81;1480,7;5;0;0;0;179,62;
2022-11-05 08:00:27;-36,7638;-73,0869;6,4;89,8;1480,8;2;0;0;0;179,6;
2022-11-05 08:00:32;-36,7636;-73,08703;6,9;89,79;1480,9;31;0;0;0;179,58;
2022-11-05 08:00:38;-36,76303;-73,08739;6,7;89,77;1480,9;50;0;0;0;179,54;
2022-11-05 08:00:52;-36,76139;-73,08849;7,2;89,74;1481,1;55;0;0;0;179,48;
2022-11-05 08:01:04;-36,75978;-73,08939;6,7;89,72;1481,1;59;0;0;0;179,44;
2022-11-05 08:01:15;-36,75843;-73,09015;7,1;89,69;1481,2;52;0;0;0;179,38;
2022-11-05 08:01:24;-36,75753;-73,09069;6,7;89,67;1481,2;37;0;0;0;179,34;
2022-11-05 08:01:33;-36,7572;-73,09087;6,1;89,65;1481,2;0;0;0;0;179,3;
2022-11-05 08:02:02;-36,75717;-73,0909;6,1;89,59;1481,3;0;0;0;0;179,18;
2022-11-05 08:02:50;-36,75714;-73,0909;6,1;89,48;1481,4;2;0;0;0;178,96;
2022-11-05 08:02:55;-36,75707;-73,09102;6,3;89,47;1481,4;16;0;0;0;178,94;
2022-11-05 08:03:11;-36,75722;-73,09174;6,5;89,44;1481,4;15;0;0;0;178,88;
2022-11-05 08:03:19;-36,75674;-73,092;6,7;89,42;1481,5;33;0;0;0;178,84;
2022-11-05 08:03:25;-36,7563;-73,09225;6,5;89,41;1481,5;29;0;0;0;178,82;
2022-11-05 08:03:27;-36,75617;-73,0923;6,4;89,4;1481,5;18;0;0;0;178,8;
2022-11-05 08:03:31;-36,75617;-73,09243;6,1;89,39;1481,5;13;0;0;0;178,78;
2022-11-05 08:03:41;-36,7564;-73,09238;6,3;89,37;1481,5;2;0;0;0;178,74;
2022-11-05 08:03:43;-36,7564;-73,09238;6,3;89,37;1481,5;0;0;0;0;178,74;
2022-11-05 08:05:20;-36,75638;-73,0924;6,3;89,15;1481,7;0;0;0;0;178,3;
