fecha_hora;lat;lon;altitud;SOC;odometro;vel;AC;calefaccion;cargando;km_restantes;carga_bat_aux
2022-11-30 00:00:05;-36,75935;-73,00513;94,7;100;3729;0;0;0;0;200;
2022-11-30 00:30:05;-36,75935;-73,00513;97,5;100;3729;0;0;0;0;200;
2022-11-30 01:00:15;-36,75935;-73,00513;100,3;100;3729;0;0;0;0;200;
2022-11-30 01:30:04;-36,75935;-73,00513;103;100;3729;0;0;0;0;200;
2022-11-30 02:00:05;-36,75935;-73,00513;105,8;100;3729;0;0;0;0;200;
2022-11-30 02:30:14;-36,75935;-73,00513;108,6;100;3729;0;0;0;0;200;
2022-11-30 03:00:24;-36,75935;-73,00513;111,4;100;3729;0;0;0;0;200;
2022-11-30 03:30:24;-36,75935;-73,00513;114,1;100;3729;0;0;0;0;200;
2022-11-30 04:00:14;-36,75935;-73,00513;116,9;100;3729;0;0;0;0;200;
2022-11-30 04:30:14;-36,75935;-73,00513;119,7;100;3729;0;0;0;0;200;
2022-11-30 05:00:14;-36,75935;-73,00513;122,4;100;3729;0;0;0;0;200;
2022-11-30 05:30:04;-36,75935;-73,00513;125,2;100;3729;0;0;0;0;200;
2022-11-30 06:00:14;-36,75935;-73,00513;128;100;3729;0;0;0;0;200;
2022-11-30 06:30:14;-36,75935;-73,00513;130,8;100;3729;0;0;0;0;200;
2022-11-30 07:00:15;-36,75935;-73,00513;133,5;100;3729;0;0;0;0;200;
2022-11-30 07:30:05;-36,75935;-73,00513;136,3;100;3729;0;0;0;0;200;
2022-11-30 07:48:21;-36,75935;-73,00513;138;100;3729;0;0;0;0;200;
2022-11-30 07:48:22;-36,75891;-73,00554;138;100;3729;0;0;0;0;200;
2022-11-30 07:48:25;-36,75889;-73,00552;138;100;3729;1;0;0;0;200;
2022-11-30 07:48:26;-36,75889;-73,00552;138;100;3729;0;0;0;0;200;
2022-11-30 07:48:38;-36,75894;-73,00544;131,8;99,94;3729,1;1;0;0;0;199,88;
2022-11-30 07:48:40;-36,75894;-73,00544;130;99,93;3729,1;0;0;0;0;199,86;
2022-11-30 07:49:11;-36,75906;-73,00534;105,7;99,76;3729,2;1;0;0;0;199,52;
2022-11-30 07:49:12;-36,75906;-73,00534;105;99,76;3729,2;1;0;0;0;199,52;
2022-11-30 07:49:50;-36,75886;-73,00503;75,4;99,56;3729,4;3;0;0;0;199,12;
2022-11-30 07:50:03;-36,75891;-73,00483;67,9;99,49;3729,4;0;0;0;0;198,98;
2022-11-30 07:50:06;-36,75891;-73,00483;66,2;99,47;3729,4;2;0;0;0;198,94;
2022-11-30 07:50:17;-36,75899;-73,00467;59,9;99,41;3729,5;8;0;0;0;198,82;
2022-11-30 07:50:24;-36,75899;-73,00457;57,2;99,38;3729,5;0;0;0;0;198,76;
2022-11-30 07:50:36;-36,75901;-73,00452;57,8;99,31;3729,6;1;0;0;0;198,62;
2022-11-30 07:50:46;-36,75894;-73,00442;56;99,26;3729,6;1;0;0;0;198,52;
2022-11-30 07:50:48;-36,75894;-73,00442;55,7;99,25;3729,6;0;0;0;0;198,5;
2022-11-30 07:51:01;-36,75891;-73,00442;53,4;99,18;3729,7;2;0;0;0;198,36;
2022-11-30 07:51:14;-36,75863;-73,00478;53;99,11;3729,7;20;0;0;0;198,22;
2022-11-30 07:51:18;-36,75843;-73,00478;53;99,09;3729,7;26;0;0;0;198,18;
