fecha_hora;lat;lon;altitud;SOC;odometro;vel;AC;calefaccion;cargando;km_restantes;carga_bat_aux;ah_generados;ah_consumidos;ah_efectivos;aislacion_negativa;aislacion_positiva;aislacion_pack_bateria;capacidad_actual;contador_peak;tiempo_peak_amperaje;corriente_instantanea;temp_maxima_celda;temp_minima_celda;vol_maximo_celda;vol_minimo_celda;pot_consumida_accesorios;pot_total_consumida;pot_total_generada;freno_servicio;pot_gen_freno_umbral_1;pot_gen_freno_umbral_2;pot_gen_freno_umbral_3;pot_gen_freno_umbral_4;pot_gen_freno_umbral_5;pot_gen_freno_umbral_6;switch_freno;SoH;ac_encendido;estado_compresor_ac;vel_crucero_activada;vel_crucero_seteada;marcha;porc_acelerador
2022-11-09 17:23:12;-36.781849;-73.086042;-2;99.6;673.5;0.0;;;;;27100.0;0,0;0,1;0,1;57500;56500;0,000;56500;0;;2,4;24,0;22,0;3,44;3,343;51,0;;0,0;;-1919,1;-3398,7;-6024,3;-9576,4;-13846,6;-17233,4;1;98,0;0;1;0;0;"N";0,0
2022-11-09 17:22:46;-36.782006;-73.086146;-5;99.6;673.5;0.0;;;;;27100.0;0,0;0,1;0,1;58500;57500;0,000;57500;0;;3,0;24,0;22,0;3,443;3,343;38,7;;0,0;;-1919,1;-3398,7;-6024,3;-9576,4;-13846,6;-17233,4;1;98,0;0;1;0;0;"N";0,0
2022-11-09 17:22:08;-36.782027;-73.086139;-5;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;56500;55500;0,000;55500;0;;2,2;24,0;22,0;3,448;3,345;21,1;;0,0;;-1919,1;-3398,7;-6024,3;-9576,4;-13846,6;-17233,4;1;98,0;0;1;0;0;"D";0,0
2022-11-09 17:21:26;-36.782027;-73.086139;-5;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;54500;59000;0,000;54500;0;;1,3;25,0;22,0;3,453;3,346;6,7;;0,0;;;;;;;;1;98,0;0;0;0;0;"R";0,0
2022-11-09 17:21:04;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;55500;59999;0,000;55500;0;;1,5;25,0;22,0;3,455;3,346;1,4;;0,0;;-1919,1;-3398,7;-6024,3;-9576,4;-13846,6;-17233,4;1;98,0;0;1;0;0;"N";0,0
2022-11-09 17:20:56;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;59500;25612;0,000;25612;0;;0,9;25,0;22,0;3,456;3,347;0,2;;0,0;;;;;;;;1;98,0;0;1;0;0;"R";0,0
2022-11-09 17:20:36;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;56500;55000;0,000;55000;0;;1,0;25,0;22,0;3,456;3,347;19,5;;0,0;;;;;;;;1;98,0;0;1;0;0;"N";0,0
2022-11-09 17:20:32;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;55000;55000;0,000;55000;0;;1,0;25,0;22,0;3,456;3,347;18,9;;0,0;;;;;;;;1;98,0;0;1;0;0;"D";0,0
2022-11-09 17:20:30;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;55000;55000;0,000;55000;0;;1,1;25,0;22,0;3,456;3,346;18,7;;0,0;;;;;;;;1;98,0;0;1;0;0;"N";0,0
2022-11-09 17:20:25;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;55000;59000;0,000;55000;0;;1,0;25,0;22,0;3,456;3,347;17,8;;0,0;;;;;;;;1;98,0;0;1;0;0;"R";0,0
2022-11-09 17:20:19;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;59000;57500;0,000;57500;0;;1,2;25,0;22,0;3,456;3,347;16,9;;0,0;;;;;;;;1;98,0;0;1;0;0;"N";0,0
2022-11-09 17:20:05;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;56000;59999;0,000;56000;0;;1,2;25,0;22,0;3,457;3,347;14,4;;0,0;;;;;;;;1;98,0;0;1;0;0;"R";0,0
2022-11-09 17:19:42;-36.782018;-73.08612;-8;100.0;673.5;0.0;;;;;27100.0;0,0;0,0;0,0;48469;58000;0,000;48469;0;;1,3;25,0;22,0;3,458;3,347;10,1;;0,0;;;;;;;;1;98,0;0;1;0;0;"R";0,0
