fecha_hora;lat;lon;altitud;SOC;odometro;vel;AC;calefaccion;cargando;km_restantes;carga_bat_aux;ah_generados;ah_consumidos;ah_efectivos;aislacion_negativa;aislacion_positiva;aislacion_pack_bateria;capacidad_actual;contador_peak;tiempo_peak_amperaje;corriente_instantanea;temp_maxima_celda;temp_minima_celda;vol_maximo_celda;vol_minimo_celda;pot_consumida_accesorios;pot_total_consumida;pot_total_generada;freno_servicio;pot_gen_freno_umbral_1;pot_gen_freno_umbral_2;pot_gen_freno_umbral_3;pot_gen_freno_umbral_4;pot_gen_freno_umbral_5;pot_gen_freno_umbral_6;switch_freno;SoH;ac_encendido;estado_compresor_ac;vel_crucero_activada;vel_crucero_seteada;marcha;porc_acelerador
2022-11-16 13:50:32;-36.960597;-72.92968;38;57.2;1247.6;10.0;;;;;27100.0;-3,0;33,9;30,9;59000;59000;0,000;59000;2;;2,4;24,0;23,0;3,276;3,271;17098,0;;-1545,9;0;-7396,4;-9193,6;-17710,9;-34660,6;-45614,2;-63031,1;0;98,0;1;1;0;0;"D";0,0
2022-11-16 13:49:32;-36.964277;-72.92957;27;57.2;1247.1;28.0;;;;;27100.0;-3,0;33,4;30,4;58000;58000;0,000;58000;2;;22,9;24,0;23,0;3,272;3,268;16862,4;;-1527,4;0;-7337,2;-9140,6;-17632,4;-34431,1;-45358,2;-62493,6;0;98,0;1;1;0;0;"D";26,0
2022-11-16 13:48:32;-36.967804;-72.927571;29;57.2;1246.7;17.0;;;;;27100.0;-2,9;33,1;30,2;58500;58500;0,000;58500;2;;2,3;24,0;23,0;3,282;3,277;16699,4;;-1506,6;0;-7279,1;-9088,8;-17555,6;-34204,1;-45105,7;-61961,4;0;98,0;1;1;0;0;"D";0,0
2022-11-16 13:47:32;-36.9717;-72.926643;32;57.6;1246.3;21.0;;;;;27100.0;-2,8;32,6;29,8;57500;57500;0,000;57500;2;;21,5;24,0;23,0;3,284;3,28;16462,3;;-1464,3;0;-7222,1;-9038,1;-17479,8;-33978,9;-44856,0;-61437,5;0;98,0;1;1;0;0;"D";35,0
2022-11-16 13:46:32;-36.973746;-72.927002;31;57.6;1246.0;4.0;;;;;27100.0;-2,8;32,3;29,5;58000;58000;0,000;58000;2;;2,4;24,0;23,0;3,28;3,276;16313,4;;-1454,2;0;-7166,8;-8989,7;-17406,5;-33758,2;-44616,3;-60932,1;0;98,0;1;1;0;0;"D";0,0
2022-11-16 13:45:32;-36.973591;-72.931789;33;57.6;1245.6;38.0;;;;;27100.0;-2,8;32,1;29,3;57000;57000;0,000;57000;2;;39,3;24,0;23,0;3,256;3,251;16208,0;;-1421,2;0;-7112,4;-8942,3;-17334,0;-33538,6;-44377,5;-60430,6;0;98,0;1;1;0;0;"D";38,0
2022-11-16 13:44:32;-36.971776;-72.938605;28;58.0;1245.0;55.0;;;;;27100.0;-2,7;31,6;29,0;57500;57500;0,000;57500;2;;-9,6;24,0;23,0;3,269;3,265;15971,9;;-1374,6;0;-7107,0;-8939,9;-17330,1;-33533,4;-44372,9;-60419,5;0;98,0;1;1;0;0;"D";0,0
2022-11-16 13:43:32;-36.968982;-72.945477;18;58.4;1244.3;34.0;;;;;27100.0;-2,6;31,0;28,4;56500;56500;0,000;56500;2;;-0,7;24,0;23,0;3,254;3,249;15641,6;;-1357,8;0;-7059,7;-8896,1;-17263,7;-33322,5;-44145,3;-59941,7;0;98,0;1;1;0;0;"D";0,0
2022-11-16 13:42:32;-36.964365;-72.953704;21;58.8;1243.4;18.0;;;;;27100.0;-2,5;29,8;27,3;57000;57000;0,000;57000;2;;-12,3;24,0;23,0;3,278;3,274;15030,7;;-1296,2;1;-7012,9;-8853,0;-17197,7;-33112,5;-43919,9;-59469,5;0;98,0;1;1;0;0;"D";0,0
2022-11-16 13:41:32;-36.967159;-72.960959;21;58.8;1242.7;93.0;;;;;27100.0;-2,3;29,5;27,2;56000;56000;0,000;56000;2;;61,1;24,0;23,0;3,221;3,214;14870,6;;-1159,3;0;-6967,5;-8811,3;-17134,4;-32908,2;-43700,4;-59027,4;0;98,0;1;1;0;0;"D";54,0
2022-11-16 13:40:32;-36.970319;-72.977666;18;59.6;1241.2;94.0;;;;;27100.0;-2,3;27,9;25,7;56500;56500;0,000;56500;2;;85,5;24,0;23,0;3,217;3,21;14102,4;;-1159,3;0;-6967,5;-8811,3;-17134,4;-32908,2;-43700,4;-59027,4;0;98,0;1;1;0;0;"D";80,0
2022-11-16 13:39:32;-36.967683;-72.994739;19;60.0;1239.8;93.0;;;;;27100.0;-2,3;26,3;24,1;55500;55500;0,000;55500;2;;97,4;24,0;23,0;3,216;3,208;13309,9;;-1159,3;0;-6967,5;-8811,3;-17134,4;-32908,2;-43700,4;-59027,4;0;98,0;1;1;0;0;"D";82,0
2022-11-16 13:38:32;-36.962335;-73.009774;20;60.8;1238.3;84.0;;;;;27100.0;-2,3;24,8;22,5;56000;56000;0,000;56000;2;;100,3;24,0;23,0;3,221;3,213;12527,0;;-1159,3;0;-6967,5;-8811,3;-17134,4;-32908,2;-43700,4;-59027,4;0;98,0;1;1;0;0;"D";68,0
