fecha_hora;lat;lon;altitud;SOC;odometro;vel;AC;calefaccion;cargando;km_restantes;carga_bat_aux;ah_generados;ah_consumidos;ah_efectivos;aislacion_negativa;aislacion_positiva;aislacion_pack_bateria;capacidad_actual;contador_peak;tiempo_peak_amperaje;corriente_instantanea;temp_maxima_celda;temp_minima_celda;vol_maximo_celda;vol_minimo_celda;pot_consumida_accesorios;pot_total_consumida;pot_total_generada;freno_servicio;pot_gen_freno_umbral_1;pot_gen_freno_umbral_2;pot_gen_freno_umbral_3;pot_gen_freno_umbral_4;pot_gen_freno_umbral_5;pot_gen_freno_umbral_6;switch_freno;SoH;ac_encendido;estado_compresor_ac;vel_crucero_activada;vel_crucero_seteada;marcha;porc_acelerador
2022-11-11 22:29:54;-36.781951;-73.086223;1;51.6;921.2;0.0;;;;;26700.0;0,0;0,0;0,0;56000;56000;0,000;56000;0;;-28,3;20,0;18,0;3,273;3,268;0,0;;0,0;0;-4363,1;-6214,5;-11780,4;-20961,1;-30102,0;-37469,5;0;98,0;9;0;0;0;"N";0,0
2022-11-11 22:25:36;-36.781935;-73.086265;-1;51.6;921.2;0.0;;;;;26700.0;-0,5;11,2;10,6;57000;57000;0,000;57000;1;;2,9;20,0;18,0;3,272;3,268;5566,1;;-265,4;;-4370,6;-6222,5;-11801,7;-21003,1;-30150,2;-37526,5;1;98,0;9;0;0;0;"N";0,0
2022-11-11 22:25:15;-36.781927;-73.086346;-1;51.6;921.2;0.0;;;;;26700.0;-0,5;11,1;10,6;58000;58000;0,000;58000;1;;4,3;20,0;18,0;3,271;3,267;5556,2;;-265,4;;-4370,6;-6222,5;-11801,7;-21003,1;-30150,2;-37526,5;1;98,0;9;0;0;0;"N";0,0
2022-11-11 22:24:31;-36.781927;-73.086468;1;51.6;921.2;0.0;;;;;26700.0;-0,5;11,1;10,6;56000;56000;0,000;56000;1;;1,5;20,0;18,0;3,273;3,268;5530,4;;-265,4;;;;;;;;1;98,0;9;0;0;0;"D";0,0
2022-11-11 22:24:01;-36.781927;-73.086468;1;51.6;921.2;0.0;;;;;26700.0;-0,5;11,1;10,6;55500;55500;0,000;55500;1;;1,5;20,0;18,0;3,272;3,268;5524,7;;-265,4;0;-4370,6;-6222,5;-11801,7;-21003,1;-30150,2;-37526,5;0;98,0;9;0;0;0;"N";0,0
2022-11-11 22:23:01;-36.781927;-73.086468;1;51.6;921.2;3.0;;;;;26700.0;-0,5;11,1;10,5;56000;56000;0,000;56000;1;;2,7;20,0;18,0;3,269;3,265;5513,1;;-265,4;;-4370,6;-6222,5;-11801,7;-21003,1;-30150,2;-37526,5;1;98,0;9;0;0;0;"N";0,0
2022-11-11 22:22:56;-36.781927;-73.086468;1;51.6;921.2;0.0;;;;;26700.0;-0,5;11,0;10,5;54500;54500;0,000;54500;1;;2,7;20,0;18,0;3,269;3,265;5509,5;;-265,4;;;;;;;;1;98,0;9;0;0;0;"D";0,0
2022-11-11 22:22:53;-36.781927;-73.086468;1;51.6;921.2;0.0;;;;;26700.0;-0,5;11,0;10,5;58500;58500;0,000;58500;1;;3,0;20,0;18,0;3,269;3,265;5508,0;;-265,4;;-4370,6;-6222,5;-11801,7;-21003,1;-30150,2;-37526,5;0;98,0;9;0;0;0;"N";0,0
2022-11-11 22:22:42;-36.781934;-73.08647;1;51.6;921.2;0.0;;;;;26700.0;-0,5;11,0;10,5;57000;57000;0,000;57000;1;;2,7;20,0;18,0;3,27;3,266;5501,1;;-265,4;;-4370,6;-6222,5;-11801,7;-21003,1;-30150,2;-37526,5;1;98,0;9;0;0;0;"R";0,0
2022-11-11 22:22:36;-36.781925;-73.086537;2;51.6;921.2;2.0;;;;;26700.0;-0,5;11,0;10,5;55500;55500;0,000;55500;1;;2,4;20,0;18,0;3,269;3,265;5498,6;;-265,4;;-4370,6;-6222,5;-11801,7;-21003,1;-30150,2;-37526,5;1;98,0;9;0;0;0;"N";0,0
